acfrs_original_name,census_id,id,year,category,total_liabilities,bonds_outstanding,current_liabilities,leases,loans_outstanding,notes_outstanding,net_pension_liability,net_pension_assets,net_opeb_liability,net_opeb_assets,compensated_absences,charges_for_services,operating_grants,capital_grants,general_revenue,change_in_net_position,expenses,total_operating_revenues,non_operating_revenues,capital_contributions,revenues,has_unconfirmed,name,ratio,ratio_group,state
Choctaw Nation Interlocal Cooperative School District Number 7-K002,NA,148644,2020,School District,414679,0,414679,0,0,0,0,0,0,0,0,0,0,0,4849919,88904,4761015,0,0,0,4849919,FALSE,choctaw nation interlocal cooperativenumber 7-k,0.08550225271803509, Below 1%,Oklahoma
Choctaw_Nicoma Park School District No. 4,NA,146965,2020,School District,0,24775000,0,0,0,0,0,0,0,0,0,0,0,0,58618147,303354,58314793,0,0,0,58618147,FALSE,choctaw_nicoma parkno,0, Below 1%,Oklahoma
Chouteau-Mazie School District I-32,NA,84860,2020,School District,8163547,3645000,955981,3562566,0,0,0,0,0,0,0,0,0,0,14095570,296850,13798720,0,0,0,14095570,FALSE,chouteau-maziei-,0.5791569266088565, Below 1%,Oklahoma
Chowchilla Elementary School District,NA,146019,2020,School District,36272144,7832265,2749953,0,0,0,23632707,0,1942968,0,114251,168371,4396973,0,25192923,490736,29267531,0,0,0,29758267,FALSE,chowchilla elementary,1.2188930222314358,1 - 5%,California
Chowchilla Union High School District,NA,146020,2020,School District,24326835,6801251,1451910,558719,0,0,12045115,0,1475016,0,88824,54030,2203917,0,13759030,-302868,16319845,0,0,0,16016977,FALSE,chowchilla union high,1.518815629191451,1 - 5%,California
Christian County Board of Education,NA,172251,2020,School District,124535002,64011893,2885274,0,0,0,33290143,0,23717448,0,602811,407167,39550376,4956863,58438285,3119849,100232842,0,0,0,103352691,FALSE,christian,1.2049517123845377,1 - 5%,Kentucky
Christopher Unit School District #99,NA,93833,2020,School District,5369175,5365000,4175,0,0,0,1682415,0,4345320,0,0,0,0,0,12196355,518321,11678034,0,0,0,12196355,FALSE,christopher unit#,0.4402278385632429, Below 1%,Illinois
Christoval Independent School District,NA,163506,2020,School District,5884440,0,1371399,196246,747075,285000,920812,0,1648908,0,0,133018,826021,0,10507921,4468097,6998863,0,0,0,11466960,FALSE,christoval,0.5131647795056405, Below 1%,Texas
Chualar Union Elementary School District,NA,146021,2020,School District,7574398,3075422,470047,0,0,0,3520085,0,508844,0,0,10262,811487,0,3870918,-346287,5038954,0,0,0,4692667,FALSE,chualar union elementary,1.614092370074416,1 - 5%,California
Chugach School District,NA,30407,2020,School District,3307150,0,749258,0,0,0,2522467,0,35425,137963,0,402130,1733423,0,4718945,85823,6768675,0,0,0,6854498,FALSE,chugach,0.48247880442885827, Below 1%,Alaska
Chula Vista Elementary School District,NA,146022,2020,School District,786895736,183158977,32582458,398434,0,0,365208216,0,41796506,0,1790254,5260986,54536781,0,334521878,-28716088,423035733,3277578,308694,0,394319645,FALSE,chula vista elementary,1.995578323266141,1 - 5%,California
Church School District,NA,161544,2020,School District,446834,0,10880,0,0,0,351788,0,84166,0,0,0,19438,0,201075,27431,193082,0,0,0,220513,FALSE,church,2.026338583212781,1 - 5%,Michigan
Churchill County School District,NA,35527,2020,School District,88803564,31160070,6466743,0,0,19147,39012470,0,10969639,0,1087995,203733,9638743,18935,32955077,274511,42541977,0,0,0,42816488,FALSE,churchill,2.074050632083603,1 - 5%,Nevada
Churchville-Chili Central School District,NA,36236,2020,School District,151089054,48249190,4780207,0,0,0,6219296,3980551,89332434,0,2507927,611000,2912765,391354,84687586,-2263728,90866433,0,0,0,88602705,FALSE,churchville-chili central,1.7052420013587621,1 - 5%,New York
Cicero Public School District No. 99,NA,32912,2020,School District,50774793,49975000,314598,485195,0,0,15908499,0,91918056,0,0,0,0,0,274816119,13324561,261491558,0,0,0,274816119,FALSE,cicero publicno,0.18475915162749243, Below 1%,Illinois
Cienega Union Elementary School District,NA,146023,2020,School District,362390,0,3657,1892,0,0,356841,0,0,0,0,0,40262,0,396468,-16542,453272,0,0,0,436730,FALSE,cienega union elementary,0.829780413527809, Below 1%,California
Cimarron School District I-92,NA,146969,2020,School District,1018813,960000,58813,0,0,0,0,0,0,0,0,0,0,0,2902368,14739,2887629,0,0,0,2902368,FALSE,cimarroni-,0.3510281949084334, Below 1%,Oklahoma
Cincinnati City School District,NA,44348,2020,School District,1270674602,415145142,68794134,125282727,0,0,568126147,0,65647954,0,27678498,9032675,126026419,0,556433184,-106171707,797663985,0,0,0,691492278,FALSE,cincinnati city,1.8375832130405945,1 - 5%,Ohio
Cincinnatus Central School District,NA,190565,2020,School District,44643120,12945000,193657,0,0,0,838169,769934,29558276,0,600654,78441,1077771,0,16506604,-217557,17880373,0,0,0,17662816,FALSE,cincinnatus central,2.5275199605770675,1 - 5%,New York
Cinnabar Elementary School District,NA,146024,2020,School District,6243402,2493386,495594,0,0,0,3248565,0,0,0,5857,16541,368266,10,4000693,348638,4036872,0,0,0,4385510,FALSE,cinnabar elementary,1.423643316284765,1 - 5%,California
Cinnaminson School District,NA,35730,2020,School District,54519625,35590000,2060002,931701,0,0,14037592,0,0,0,1900330,998420,18437221,0,48561052,1568422,66428271,0,0,0,67996693,FALSE,cinnaminson,0.8017981845087672, Below 1%,New Jersey
Circleville City School District,NA,37212,2020,School District,79432589,36283332,3155869,103430,0,90000,28600683,0,2621241,1671185,1578034,1367065,5160247,0,27515143,1167141,32875314,0,0,0,34042455,FALSE,circleville city,2.333339032099771,1 - 5%,Ohio
Cisco Independent School District,NA,163507,2020,School District,6467217,0,563843,0,216180,0,2157092,0,3530102,0,0,175446,2317100,0,9401712,-251314,12145572,0,0,0,11894258,FALSE,cisco,0.5437259726499963, Below 1%,Texas
Citrus County District School Board,NA,32376,2020,School District,174921572,0,9947659,3326126,0,0,93909164,0,26719616,0,6019007,2296403,7135443,1550840,153625413,-17329,164625428,0,0,0,164608099,FALSE,citrus,1.0626547117830454,1 - 5%,Florida
City and Borough of Juneau School District,NA,40426,2020,School District,59320116,0,3437639,0,0,0,52774701,0,821807,2684846,2285969,1579113,12862935,135263,71225039,7779733,78022617,0,0,0,85802350,FALSE,city and borough of juneau,0.6913577075686156, Below 1%,Alaska
City Day Community School,NA,82775,2020,School District,1667914,0,152997,0,0,185100,1312085,0,17732,94787,0,0,0,0,1505405,-339212,1844617,1505405,461347,0,1966752,FALSE,city day community school,0.8480550674411416, Below 1%,Ohio
City School District of Mount Vernon,NA,36469,2020,School District,682156555,169192390,24440162,0,0,0,14443013,16215384,434790102,0,2275262,1095609,18025698,1590405,244891496,-33477081,299080289,0,0,0,265603208,FALSE,city mount vernon,2.5683295022551085,1 - 5%,New York
City School District of New Rochelle,NA,36471,2020,School District,642129199,56764183,27044454,0,0,52515000,20180057,18127226,468624613,0,5513217,4888142,10884744,292909,287246820,-20232493,323545108,1536862,0,0,303312615,FALSE,city new rochelle,2.1170540466970027,1 - 5%,New York
City of Asbury Park Board of Education,NA,168029,2020,School District,29940600,0,7726300,0,0,0,21078525,0,0,0,768755,1162570,22522406,0,61281444,-350935,85317355,0,0,0,84966420,FALSE,city of asbury park,0.35238156438743684, Below 1%,New Jersey
City of Atlantic City Board of Education,NA,81924,2020,School District,109453320,60413000,13480445,0,0,0,33864541,0,0,0,1695335,6055886,51591110,498705,148590188,17377629,189358261,0,0,0,206735890,FALSE,city of atlantic city,0.529435503433874, Below 1%,New Jersey
City of Baker School Board,NA,75045,2020,School District,27469550,0,936036,0,0,0,16372696,0,8833018,0,565928,2300,3086951,0,15931149,604324,18416076,0,0,0,19020400,FALSE,city of baker school board,1.4442151584614413,1 - 5%,Louisiana
City of Bayonne Board of Education,NA,93985,2020,School District,56353809,0,9073784,1865809,0,0,44306066,0,0,0,1108150,1695559,20343742,1593908,168826798,-1143277,193603284,633484,3757627,0,192460007,FALSE,city of bayonne,0.29280789229109816, Below 1%,New Jersey
City of Bogalusa School Board,NA,189776,2020,School District,62795636,6000000,1672987,0,0,0,21185572,0,33115330,0,821747,9423,5863106,0,23628728,1140194,28361063,0,0,0,29501257,FALSE,city of bogalusa school board,2.128574928180179,1 - 5%,Louisiana
City of Bremen Board of Education,NA,70992,2020,School District,48765248,10016546,2895726,483878,0,0,21406587,0,13962510,0,0,1774614,15382887,0,10976041,1451322,26682220,0,0,0,28133542,FALSE,city of bremen,1.733349039377978,1 - 5%,Georgia
Board of Education City of Buffalo,NA,82195,2020,School District,3629390497,748853464,148966760,0,0,0,38334713,46418092,2613913000,0,23903228,4543492,135074655,9368199,905712221,26792238,1027906329,0,0,0,1054698567,FALSE,city of buffalo,3.4411637699703066,1 - 5%,New York
City of Calhoun Board of Education,NA,105260,2020,School District,59974018,0,4675141,0,0,0,32147403,0,22758815,0,178366,2577313,28415871,619316,19337837,3374950,47575387,0,0,0,50950337,FALSE,city of calhoun,1.177107385962923,1 - 5%,Georgia
City of Camden Board of Education,NA,81955,2020,School District,138604093,0,51916216,0,22556636,0,60340685,0,0,0,3790556,281721,81603598,35949048,308623507,19963424,406494450,0,0,0,426457874,FALSE,city of camden,0.32501239032111295, Below 1%,New Jersey
City of Carrollton Board of Education,NA,70766,2020,School District,118715777,26276433,6879700,0,0,0,44919579,0,30569301,0,97849,1535360,36386202,870435,25078265,2165396,61704866,0,0,0,63870262,FALSE,city of carrollton,1.8587018947879062,1 - 5%,Georgia
City of Cartersville Board of Education,NA,70967,2020,School District,71430261,0,6840178,0,0,0,40957490,0,23632593,0,0,1056455,31803485,77220,23424254,3371576,52989838,0,0,0,56361414,FALSE,city of cartersville,1.267361053077909,1 - 5%,Georgia
City of Chickamauga Board of Education,NA,189195,2020,School District,20298256,0,1435474,607960,0,0,10928964,0,7325858,0,0,1024958,8481051,22748,4267994,-540719,14337470,0,0,0,13796751,FALSE,city of chickamauga,1.4712344957156942,1 - 5%,Georgia
City of Commerce Board of Education,NA,189198,2020,School District,45464087,10577458,2793601,5484166,0,0,15238106,0,11370756,0,0,372018,12776798,77220,8843393,582308,21487121,0,0,0,22069429,FALSE,city of commerce,2.0600481779569377,1 - 5%,Georgia
City of Dalton Board of Education,NA,70974,2020,School District,207215780,46319878,16153507,8947960,0,0,78313708,0,57449840,0,30887,932907,64084816,3729487,41417974,2977863,107187321,0,0,0,110165184,FALSE,city of dalton,1.8809552389981938,1 - 5%,Georgia
City of Decatur Board of Education,NA,70975,2020,School District,153760346,0,11107659,0,0,0,64899676,0,45425224,0,155735,4774925,39106212,0,43476339,-5397492,92754968,0,0,0,87357476,FALSE,city of decatur,1.760128074213133,1 - 5%,Georgia
City of Elizabeth School District,NA,46287,2020,School District,266689879,0,59459630,20529790,0,369500,169087745,0,0,0,17243213,1665106,148346796,0,509735426,-17246896,676994224,1665106,14854636,0,659747328,FALSE,city of elizabeth,0.4042303283113865, Below 1%,New Jersey
Board of Education of the City of Fargo,NA,108422,2020,School District,273763546,87093285,9291249,0,0,0,170623617,0,1783025,0,4516482,5398491,19699887,958500,164642425,-1413143,192112446,0,0,0,190699303,FALSE,city of fargo,1.4355770665821468,1 - 5%,North Dakota
City of Gainesville Board of Education,NA,105295,2020,School District,155921115,13264667,13493042,2547119,0,0,72761925,0,52289402,0,306465,509840,54649214,77220,42858425,5419364,92675335,0,0,0,98094699,FALSE,city of gainesville,1.5894958299428597,1 - 5%,Georgia
City of Jefferson Board of Education,NA,189221,2020,School District,108930748,46609828,6460812,871469,0,0,33080405,0,21908234,0,0,1233799,23749267,518942,19576410,229531,44848886,0,0,0,45078418,FALSE,city of jefferson,2.416472290575947,1 - 5%,Georgia
City of Linden Board of Education,NA,82033,2020,School District,39804800,0,2915305,3123274,0,0,31485062,0,0,0,2261188,1858997,36523714,0,125552699,10084998,153850412,76583418,185447464,0,262030882,FALSE,city of linden,0.15190881203078957, Below 1%,New Jersey
City of Long Branch School District,NA,82039,2020,School District,56078937,14374273,5573035,240487,0,0,31868011,0,0,0,1511905,841426,17718747,207001,120822667,1206866,138382975,262173,3728918,0,139589841,FALSE,city of long branch,0.40174081866029204, Below 1%,New Jersey
Board of Education of the City of Marietta,NA,70748,2020,School District,206136344,0,13121407,0,0,0,113261408,0,67559020,0,545096,2260269,59264752,4249438,77911885,5835464,137850880,0,0,0,143686344,FALSE,city of marietta,1.434627246135513,1 - 5%,Georgia
City of Millville Board of Education,NA,91451,2020,School District,40907309,0,2356182,3262777,0,0,29824266,0,0,0,5464083,6169741,36099502,38089181,82391499,36371734,126378190,0,0,0,162749924,FALSE,city of millville,0.2513507103081658, Below 1%,New Jersey
City of Monroe School Board,NA,76429,2020,School District,439675309,67245429,15552738,0,0,0,113590707,0,241087496,0,1848498,112965,18661912,0,91894970,-11050764,121720611,0,0,0,110669847,FALSE,city of monroe school board,3.9728554879090057,1 - 5%,Louisiana
City of Northfield Board of Education,NA,168030,2020,School District,7243620,3398000,615502,10983,0,0,2827332,0,0,0,391803,398734,6783170,0,14651612,-329964,22163479,0,0,0,21833516,FALSE,city of northfield,0.33176607927005436, Below 1%,New Jersey
City of Orange Township School District,NA,190431,2020,School District,35517903,0,3486639,0,12883763,0,17333144,0,0,0,1814357,106168,31689572,0,104193289,-1900302,137889331,106168,2926859,0,135989029,FALSE,city of orange township,0.2611821208018185, Below 1%,New Jersey
City of Pelham Board of Education,NA,105342,2020,School District,36654311,4067225,3805472,3328407,0,0,13926226,0,11526981,0,0,209890,12684884,3923668,5038380,3723766,18133056,0,0,0,21856822,FALSE,city of pelham,1.6770192391190266,1 - 5%,Georgia
Board of Education of the City of Peoria District No. 150,NA,169382,2020,School District,322592032,85445434,21224970,83851794,0,0,11821637,0,117300408,0,1155121,6300363,92679503,0,156438937,13996669,241422134,0,0,0,255418803,FALSE,city of peoria district no,1.2629924978545921,1 - 5%,Illinois
City of Rutland Vermont Public Schools,NA,88886,2020,School District,27141868,1417955,1033293,0,0,6991300,15390103,0,0,0,1325136,4649382,19236494,0,35792957,284968,59393865,0,0,0,59678833,FALSE,city of rutland vermont,0.45479890667433126, Below 1%,Vermont
City of Saint Mary's School District,NA,167071,2020,School District,2909684,0,276997,0,0,0,2525600,0,46140,124020,60947,6500,2354394,2585201,4518897,2412352,7052640,0,0,0,9464992,FALSE,city of saint mary,0.307415368127094, Below 1%,Alaska
City of Salem School District,NA,82095,2020,School District,9433794,986458,1051515,0,850000,0,5803560,0,0,0,742260,2334608,15070611,0,17493328,478710,34419837,0,0,0,34898547,FALSE,city of salem,0.27032053798686806, Below 1%,New Jersey
City of Social Circle Board of Education,NA,164053,2020,School District,32745710,9671,2834259,121907,0,0,18218163,0,11561711,0,0,2075043,12887204,77220,7467280,-396373,22903119,0,0,0,22506747,FALSE,city of social circle,1.45492860429808,1 - 5%,Georgia
City of Somers Point Board of Education,NA,82106,2020,School District,14616277,10213000,265327,0,0,0,3693370,0,0,0,444581,562448,6651237,0,16486323,210459,23489549,0,0,0,23700008,FALSE,city of somers point,0.6167203403475644, Below 1%,New Jersey
City of Thomasville Board of Education,NA,71025,2020,School District,66471685,6200000,5264877,2689093,0,0,30279899,0,21861968,0,175848,765957,21453046,172950,17420596,2129090,37683459,0,0,0,39812549,FALSE,city of thomasville,1.6696164066259611,1 - 5%,Georgia
City of Trion Board of Education,NA,197779,2020,School District,28521894,0,1621511,81182,0,0,13160730,0,9588472,0,0,533227,11071633,0,5270554,1274157,15601257,0,0,0,16875414,FALSE,city of trion,1.690144846224217,1 - 5%,Georgia
City of Union City School District,NA,82121,2020,School District,133812546,0,14878356,12488020,0,0,83691005,0,0,0,22755165,372426,293429470,623672,22726916,-23492222,340644706,372426,9548297,0,317152484,FALSE,city of union city,0.4219186440299172, Below 1%,New Jersey
City of Valdosta Board of Education,NA,196534,2020,School District,210063486,67277841,10896440,0,0,0,74688121,0,57201084,0,0,446013,58333782,759485,42876519,4692428,97723371,0,0,0,102415799,FALSE,city of valdosta,2.051084774527805,1 - 5%,Georgia
City of Ventnor School District,NA,82123,2020,School District,1134690,0,1134690,0,0,0,0,0,0,0,0,83311,0,0,23241903,-3424877,26750091,0,0,0,23325214,FALSE,city of ventnor,0.04864649902033053, Below 1%,New Jersey
City of Vidalia Board of Education,NA,105377,2020,School District,61854510,19513428,2992871,0,0,0,22399152,0,16949060,0,0,456774,18131903,0,10809737,121330,29277083,0,0,0,29398414,FALSE,city of vidalia,2.10400839990892,1 - 5%,Georgia
City of Vineland Board of Education,NA,91452,2020,School District,72200944,0,2749804,9167628,0,0,50703639,0,725764,0,8854109,8503258,65244292,0,162765309,-4497757,241010616,0,0,0,236512859,FALSE,city of vineland,0.30527280548411956, Below 1%,New Jersey
City of Wildwood Board of Education,NA,91453,2020,School District,6342446,0,659240,540307,0,0,4854831,0,0,0,288006,1583348,7900365,0,17064486,470285,26077915,0,0,0,26548200,FALSE,city of wildwood,0.2389030518076555, Below 1%,New Jersey
City of Woodbury Public School District,NA,82127,2020,School District,11991119,3611398,799994,0,0,0,6049356,0,0,0,1530371,104376,9603291,0,28759201,2048219,36418649,104376,640303,0,38466868,FALSE,city of woodbury public,0.3117258987656598, Below 1%,New Jersey
City of Zachary School Board,NA,52036,2020,School District,209490707,70447525,4938150,0,0,0,59973513,0,69008634,0,5122885,1027943,4845798,0,69835801,2138223,73571319,0,0,0,75709542,FALSE,city of zachary school board,2.7670317567104026,1 - 5%,Louisiana
City School District of Syracuse,NA,40233,2020,School District,839364218,385577276,59630911,0,0,23664000,39238629,29560359,288104905,0,6569381,427496,77928543,0,438168403,52723400,463801042,0,0,0,516524442,FALSE,city syracuse,1.625023231717658,1 - 5%,New York
