state,acfrs_original_name,id,year,category,total_liabilities,bonds_outstanding,current_liabilities,leases,loans_outstanding,notes_outstanding,net_pension_liability,net_pension_assets,net_opeb_liability,net_opeb_assets,compensated_absences,charges_for_services,operating_grants,capital_grants,general_revenue,change_in_net_position,expenses,total_operating_revenues,non_operating_revenues,capital_contributions,revenues,name
MN,Independent School District No. 279,34843,2020,School District,392598057,152512562,14459519,4374530,0,0,190468926,0,20557520,0,0,13478019,89989964,9463840,249420512,8740146,353612189,0,2310835,0,362352335,279
PA,The School District of the City of Erie,168781,2020,School District,509514709,143242869,39400570,0,0,0,234942257,0,84704655,0,6290358,1685438,154696253,0,63067504,35317992,184131203,0,0,0,219449195,the of the city of erie
SC,Denmark-Olar School District No. Two of Bamberg County,168833,2020,School District,60366256,35717056,7695139,0,0,0,9298421,0,7501144,0,154496,123627,7398689,0,5594601,2707473,10409444,0,0,0,13116917,denmark olar two of bamberg county
SC,Florence County School District Two,168837,2020,School District,29557523,1070000,1722099,920000,0,0,14297104,0,11455160,0,93160,797350,0,0,12981905,-1967549,15746804,72935,724415,0,13779255,florence two
SD,Flandreau School District,168856,2020,School District,5294768,265000,831702,0,0,0,0,19568,0,0,18066,249175,1161398,0,7444789,189923,8665439,0,0,0,8855362,flandreau
TN,Dyersburg City Schools Board of Education,168879,2020,School District,20756404,12433399,2016502,0,577785,0,2248328,0,3480390,0,0,404774,4183592,0,26573677,1030790,30131253,0,0,0,31162043,dyersburg city schools
TN,Compass Community Schools,168875,2020,School District,1968190,0,1091290,0,0,876900,0,0,0,0,0,0,8786430,644856,10746333,4312471,15865148,0,0,0,20177619,compass community schools
SD,Douglas School District,168855,2020,School District,4103303,0,2651412,0,407352,0,0,84591,0,0,945804,457935,5130087,267878,26862206,1508620,31209486,0,0,0,32718106,douglas
TX,Betty M. Condra School for Education Innovation,168954,2020,School District,311374,0,161374,0,0,150000,0,0,0,0,0,0,0,0,1500612,-322455,1823067,0,0,0,1500612,betty m condra school for education innovation
WI,School District No.1 - Town of Lac Du Flambeau,169291,2020,School District,5086259,0,535679,52504,0,331707,79647,1387888,2897297,0,1189425,287939,3696336,18787,12442167,1551486,14893743,0,0,0,16445229,1 town of lac du flambeau
WI,Owen-Withee School District,169289,2020,School District,3371809,0,675025,0,1792753,8217,0,621991,851908,0,43906,399300,1358356,0,5965415,108087,7614984,0,0,0,7723071,owen withee
VT,Windham Southeast School District,169242,2020,School District,13306958,7306000,3888629,0,0,20374,1419955,0,0,0,0,4146768,13139405,0,90043964,45054974,62275163,0,0,0,107330137,windham southeast
VT,Lamoille South Unified Union School District,169237,2020,School District,5995111,1140000,3034529,0,0,13109,1807473,0,0,0,0,1452625,15176245,0,25955302,771045,41813127,0,0,0,42584172,lamoille south unified
VT,Hartford School District,169236,2020,School District,17093369,13906810,1893212,0,0,142667,0,0,911405,0,239275,7594301,13626253,0,26213545,1799410,45634689,0,0,0,47434099,hartford
VT,Newport City School District,169238,2020,School District,1130204,0,670101,0,0,56701,403402,0,0,0,0,33302,1988616,0,4880482,-460360,7362760,0,0,0,6902400,newport
OR,Lane County School District No. 32,86118,2020,School District,6972016,3816340,38029,43076,0,0,3037579,0,0,0,36992,5611,588587,0,3485935,415784,3664349,0,0,0,4080133,lane 32
CA,Community Collaborative Virtual School,169346,2020,School District,13365347,0,9488037,0,3877310,0,0,0,0,0,0,0,0,0,35383876,3181675,32202201,0,0,0,35383876,community collaborative virtual school
WY,Big Horn County School District Number 3,169317,2020,School District,7227822,0,401455,0,0,0,6774390,0,0,0,51977,51196,1364231,24954,9573766,44953,10969194,0,0,0,11014147,big horn number 3
KS,Unified School District 250,169401,2020,School District,0,4071000,0,1667749,0,0,23088064,0,0,0,0,0,0,0,53689382,303934,53385448,0,0,0,53689382,250
WY,Platte County School District Number One,169323,2020,School District,15435759,0,1481056,165982,0,0,13503632,0,0,0,285089,334409,1409159,342015,20359067,287113,22157537,0,0,0,22444650,platte number one
IL,Momence Community Schools Unit District 1,169391,2020,School District,9120000,9120000,0,0,0,0,547428,0,0,0,0,0,0,0,18863510,1446354,17417156,0,0,0,18863510,momence community schools unit district 1
KS,Unified School District 499,169402,2020,School District,13801899,6630000,0,223114,0,0,6948785,0,0,0,0,0,0,0,15065858,410373,14655485,0,0,0,15065858,499
MN,Independent School District 2198,169423,2020,School District,11382022,5586560,826273,0,0,0,4529907,0,418323,0,0,1223624,1535328,77683,6958936,48350,9747221,0,0,0,9795571,2198
MN,Mid State Education District,169426,2020,School District,5885521,0,518384,0,0,0,2642254,0,145389,0,41770,1467094,3149057,1335665,324573,1345768,4930621,0,0,0,6276389,mid state education district
IL,Board of Education of the City of Peoria District No. 150,169382,2020,School District,322592032,85445434,21224970,83851794,0,0,11821637,0,117300408,0,1155121,6300363,92679503,0,156438937,13996669,241422134,0,0,0,255418803,of the city of peoria district 150
MO,Southland Consolidated School District No C-9,169435,2020,School District,0,0,0,0,0,0,0,0,0,0,33910,12838,1200687,0,2312426,309520,3216431,0,0,0,3525951,southland consolidated no c 9
KS,Chaparral Schools Unified School District No. 361,169399,2020,School District,0,4185000,0,3000298,0,0,7359355,0,0,0,0,0,0,0,16940911,890788,16050123,0,0,0,16940911,chaparral schools 361
MN,Independent School District No. 6070-50 Itasca Area Schools Collaborative,169425,2020,School District,5126104,0,1292380,139462,0,0,3162584,0,0,0,91678,3513431,3933719,431813,177211,819218,7236956,0,0,0,8056174,6070 50 itasca area schools collaborative
MN,Independent School District No. 116,169424,2020,School District,37116625,1158689,2549296,1014342,0,0,5916145,0,418046,0,0,400317,2754894,0,12945506,-104454,16205171,0,0,0,16100717,116
IL,Leyden Area Special Education,169390,2020,School District,4960872,0,43283,0,0,0,540368,0,4377221,0,0,2649756,5082946,0,39907,937495,6835114,0,0,0,7772609,leyden area special education
MT,Boulder School District No. 7,169438,2020,School District,2053995,95000,0,3632,0,0,1753789,0,85733,0,97783,55573,899378,0,2084091,99927,2939115,0,0,0,3039042,boulder 7
NJ,Delsea Regional High School,169470,2020,School District,21714817,9021000,1431693,906549,0,0,9367169,0,0,0,988406,1063237,1346766,0,39600493,214152,41796344,0,0,0,42010496,delsea regional high school
NM,Aztec Municipal Schools District No. 2,169478,2020,School District,76788310,26791727,1465445,0,0,0,37667528,0,10594829,0,268781,326748,5121113,160773,43745031,17599125,31754540,0,0,0,49353665,aztec municipal schools district 2
NJ,Palisades Park Board of Education,169474,2020,School District,8602407,113000,656269,32743,0,0,4328154,0,0,0,3472241,250165,1833483,0,32921864,1244787,33760725,0,0,0,35005512,palisades park
MO,Chaffee R-II School District,169429,2020,School District,8794326,4145000,0,59345,0,0,4589981,0,0,0,0,109415,4144898,0,2090371,346630,5998054,0,0,0,6344684,chaffee r ii
IA,Iowa Star School 28e Retention Pool Trust,169574,2020,School District,165146,0,165146,0,0,0,0,0,0,0,0,19374851,0,0,31584,67908,19338527,0,0,0,19406435,iowa star school 28e retention pool trust
VT,Washington Central Unified Union School District,169555,2020,School District,12693432,11213926,290756,0,0,131767,677286,0,0,0,81199,1651751,5909733,0,34480831,2743943,39298372,0,0,0,42042315,washington central unified
VT,Missisquoi Valley School District,191877,2020,School District,10794082,5180000,3220117,0,0,244930,2117835,0,0,0,31200,218291,11108833,0,50753381,11061987,51018518,0,0,0,62080505,missisquoi valley
MN,Independent School District No. 271 Bloomington,169707,2020,School District,281022770,133901385,26064713,0,129576,0,106984030,0,12196862,0,1402545,8024161,50106637,1691323,138008023,-7950378,205780522,0,0,0,197830144,271 bloomington
IL,Legacy Law School Corporation,169869,2020,School District,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,legacy law school corporation
IL,Henderson Mercer and Warren Counties Regional Office of Education 33,105453,2020,School District,2673441,0,1662621,0,0,0,199209,0,811611,0,0,304003,8365047,0,2013190,223158,10459082,0,0,0,10682240,henderson mercer and warren counties regional office of education 33
MN,Independent School District 13 - Columbia Heights,34802,2020,School District,67142710,24269353,10707272,5603447,0,0,26270976,0,0,2294757,291662,1272136,22416844,1007703,34155369,-3305671,62157723,0,0,0,58852052,13 columbia heights
OK,Dahlonegah School District No. Co29,170049,2020,School District,87156,0,87156,0,0,0,0,0,0,0,0,0,0,0,2676427,114356,2562071,0,0,0,2676427,dahlonegah co29
NY,Boces Second Supervisory District of Monroe and Orleans Counties,168162,2020,School District,226454199,0,20062618,0,0,0,13386832,0,191567978,0,1436771,100663223,1735023,169758,44802,-9202442,111815248,0,0,0,102612806,boces second supervisory district of monroe and orleans counties
WA,Educational Service District No. 112,44068,2020,School District,75851413,22704969,7028110,230143,0,280600,16035134,0,17201771,0,1672172,0,0,0,97980557,3175597,94804960,0,0,0,97980557,112
CO,Pagosa Peak Open School,171026,2020,School District,4552430,0,175525,0,0,2896375,1411165,0,69365,0,0,0,458418,1628443,971716,1506087,1552490,0,0,0,3058577,pagosa peak open school
CA,Amethod Public School,171010,2020,School District,14143811,0,5962512,144005,8037294,0,0,0,0,0,0,0,0,0,29419853,-181326,29601179,0,0,0,29419853,amethod public school
IL,"Dewitt, Livingston, Logan, and Mclean  Counties Regional Office of Education No. 17",171053,2020,School District,2304337,0,309863,1825,0,0,343390,0,1649259,0,0,486165,1557505,0,4702862,520901,6225631,0,0,0,6746532,"dewitt, livingston, logan, and mclean counties regional office of education 17"
AZ,Toltec Elementary School Districe No. 22,171213,2020,School District,7731328,1265000,363701,0,0,0,5367923,0,0,0,72550,69326,1858153,473850,7138934,492169,9048094,0,0,0,9540263,toltec elementary school districe 22
VT,Slate Valley Unified Union School District,171209,2020,School District,3401557,495000,507502,0,0,37027,1621992,0,0,0,414703,48047,14137470,0,25953411,1047969,39090959,0,0,0,40138928,slate valley unified
TN,Greeneville-Greene County Center for Technology,106895,2020,School District,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42056,980,41076,0,0,0,42056,greeneville greene county center for technology
IL,Country Club Hill School District 160,171229,2020,School District,13772610,13584173,0,0,188437,0,631146,14657,9479517,0,0,46003,6127790,0,16655585,1484046,21345332,0,0,0,22829378,country club hill 160
MA,Diman Regional Vocational Technical High School,189851,2020,School District,40275856,0,2103056,0,0,750000,5723415,0,30755015,0,944370,617867,9077639,149752,26021941,-747143,36614342,0,0,0,35867199,diman regional vocational technical high school
GA,City of Jefferson Board of Education,189221,2020,School District,108930748,46609828,6460812,871469,0,0,33080405,0,21908234,0,0,1233799,23749267,518942,19576410,229531,44848886,0,0,0,45078418,city of jefferson
CO,School District No. 1 in the City and County of Denver and State of Colorado,189042,2020,School District,3548501249,1758455749,193615233,3259407,0,0,658844000,0,54122079,0,18795396,77729797,187021129,10077400,1285817077,147493556,1413151847,0,0,0,1560645403,1 in the city and county of denver and state of colorado
NE,Syracuse Dunbar Avoca Public Schools District No. 27,190382,2020,School District,0,0,0,0,0,0,0,0,0,0,0,160381,1040411,0,17207608,423417,17984983,0,0,0,18408400,syracuse dunbar avoca 27
NJ,Morris Hills Regional School District,47195,2020,School District,56369109,31782330,2543256,474848,0,0,17277178,0,0,0,4291497,4249400,19317012,545940,69130489,3768837,89474004,0,0,0,93242841,morris hills regional
NJ,Township of Colts Neck School District,168105,2020,School District,19700766,10810450,770939,0,0,0,7345228,0,0,0,774150,692722,6071169,0,26242971,1474711,31532151,28541091,0,0,33006862,township of colts neck
IL,Lasalle-Peru Township High School District No. 120,188067,2020,School District,47484597,47185000,0,299597,0,0,0,0,0,0,0,0,0,0,40484227,6874381,33609846,0,0,0,40484227,lasalle peru township 120
ME,M.S.A.D No. 52,188084,2020,School District,14169368,1775564,2754865,4347986,0,0,275394,0,5015559,0,0,447491,6046813,0,26991972,1978604,31507672,0,0,0,33486276,m s a d 52
NJ,Bloomfield Township School District,225067,2020,School District,46763475,18403776,3091113,5258535,0,0,17594107,0,0,0,2415944,1203375,34831711,34744,100874097,8683914,128260013,0,0,0,136943927,bloomfield township
IN,Garrett-Keyser-Butler Community School District,168491,2020,School District,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,garrett keyser butler
IL,Park Forest-Chicago Heights School District 163,32946,2020,School District,26215191,25750000,355779,109412,0,0,0,0,0,0,0,0,0,0,41267858,1153692,40114166,0,0,0,41267858,park forest chicago heights 163
MI,Detroit City School District,161679,2020,School District,2022392486,1384887428,57658500,0,397849034,103710000,0,0,0,0,0,0,17013829,0,159034610,78273751,97774688,0,0,0,176048439,detroit
IN,Metropolitan School District of Mt. Vernon,170405,2020,School District,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32440525,-3285624,35726149,0,0,0,32440525,metropolitan of mt vernon
OK,Western Heights School District I-41,171116,2020,School District,84912527,32645000,2941263,49326263,0,0,0,0,0,0,0,0,0,0,53995650,3917882,50077768,0,0,0,53995650,western heights i 41
MA,Lower Pioneer Valley Educational Collaborative,171166,2020,School District,33973899,9793500,1663818,1467952,0,0,0,0,20770528,0,278101,16286775,7180236,0,6651453,-970756,31089220,0,0,0,30118464,lower pioneer valley educational collaborative
NJ,Town of West New York Board of Education,171191,2020,School District,54540793,0,5567681,973601,1822942,0,38377061,0,0,0,7799508,249082,156628897,14606,78368461,55237128,180023918,249082,4547920,0,235261046,town of west new york
NJ,Borough of Jamesburg School District,171300,2020,School District,3235810,452001,163994,0,0,0,1107240,0,0,0,228126,337955,2017595,0,17492120,1456033,18391637,0,0,0,19847670,borough of jamesburg
TX,Pharr‐San Juan‐Alamo Independent School District,171337,2020,School District,631794137,296808345,42212232,0,0,40440000,101803041,0,141296727,0,9233792,2816077,117414928,0,344120947,27022130,437329822,829265,0,0,464351952,pharr‐san juan‐alamo
MD,Board of Education of Baltimore County-Public Schools,171323,2020,School District,2428010000,0,98823000,102567000,0,0,137969000,0,2045949000,0,30252000,9035000,225920000,129228000,1591574000,-169561000,2125318000,0,0,0,1955757000,of baltimore county
NJ,Township of Stafford Board of Education,190482,2020,School District,31148680,10194000,623579,3215908,0,0,12857682,0,0,0,4257508,1016192,9431768,381491,39174986,1823074,48181362,0,0,0,50004437,township of stafford
MT,School District No. 6 Columbia Falls Mt,172260,2020,School District,69994198,36672774,842986,421855,0,0,19039743,0,12518386,0,498455,283840,4675010,11180,23085222,-2517606,30572858,0,0,0,28055252,6 columbia falls mt
AR,West Memphis School District No.4,188492,2020,School District,793130,35360000,793130,0,0,0,41160911,0,0,0,0,0,0,0,100565553,29966694,70598859,0,0,0,100565553,west memphis 4
IN,Perry Township Schools,150714,2020,School District,154193302,118891373,16610386,194602,0,0,17706879,2552723,0,0,790062,2891566,33143244,462061,184513091,21778212,199231750,0,0,0,221009962,perry township schools
OH,New Richmond Exempted Village School District,190698,2020,School District,38577212,0,2605544,0,0,0,29864623,0,3193966,1660142,2913079,2378404,1981139,0,21007225,-6311673,31678441,0,0,0,25366768,new richmond
NJ,Township Edison School District,185084,2020,School District,68499675,1550132,8012809,2630926,0,0,51926710,0,0,0,4379098,1952269,60586334,0,259106688,8617595,313027696,195226953,240757988,0,435984941,township edison
MT,Whitefish Pulbic Schools,185071,2020,School District,61025073,35660000,2508960,0,0,0,16191380,0,6347513,0,317220,324746,2493321,8800,24788883,-718069,28333819,0,0,0,27615750,whitefish pulbic schools
