"","state","acfrs_original_name","id","NCES District ID","nces_original_name","student"
"1818","TX","Aransas County Independent School District",163325,"4808550","ARANSAS COUNTY ISD",2966
"1819","NY","Bethpage Union Free School District",36275,"3604740","BETHPAGE UNION FREE SCHOOL DISTRICT",2966
"1820","OH","Celina City School District",37184,"3910030","Celina City",2966
"1821","SC","Abbeville County School District",41793,"4500690","Abbeville 60",2965
"1822","KY","Bourbon County School District",43789,"2100540","Bourbon County",2965
"1823","OH","Madison Local School District",37134,"3904945","Madison Local",2964
"1824","PA","Southern York County School District",38198,"4222380","Southern York County SD",2964
"1825","OH","Talawanda City School District",84530,"3904615","Talawanda City",2962
"1826","WI","Sparta Area School District",40026,"5514160","Sparta Area School District",2959
"1827","IL","Woodridge School District 68",44005,"1717040","Woodridge SD 68",2957
"1828","KY","Mccreary County School District",33703,"2103990","McCreary County",2955
"1829","AL","Butler County Board of Education",30310,"0100510","Butler County",2952
"1830","CA","Lamont Elementary School District",91420,"0620850","Lamont Elementary",2951
"1831","MS","Lincoln County School District",45130,"2802640","LINCOLN COUNTY SCHOOL DISTRICT",2950
"1832","NY","Rocky Point Union Free School District",36403,"3624840","ROCKY POINT UNION FREE SCHOOL DISTRICT",2950
"1833","NY","Mineola Union Free School District",36267,"3619500","MINEOLA UNION FREE SCHOOL DISTRICT",2949
"1834","TX","Hudson Independent School District",48677,"4823790","HUDSON ISD",2948
"1835","NY","Goshen Central School District",36323,"3612330","GOSHEN CENTRAL SCHOOL DISTRICT",2947
"1836","NY","Nyack Union Free School District",36361,"3621480","NYACK UNION FREE SCHOOL DISTRICT",2946
"1837","PA","Wallenpaupack Area School District",38168,"4224750","Wallenpaupack Area SD",2941
"1838","PA","Greater Johnstown School District",37916,"4210950","Greater Johnstown SD",2940
"1839","TN","Greeneville Board of Education",151768,"4701500","Greeneville",2940
"1840","NY","Katonah-Lewisboro Union Free School District",43481,"3616080","KATONAH-LEWISBORO UNION FREE SCHOOL DISTRICT",2936
"1841","PA","West York Area School District",38193,"4225980","West York Area SD",2936
"1842","NY","Grand Island Central School District",36181,"3607020","GRAND ISLAND CENTRAL SCHOOL DISTRICT",2935
"1843","OH","Vandalia-Butler City School District",37187,"3904495","Vandalia-Butler City",2935
"1844","TX","China Spring Independent School District",54158,"4813960","CHINA SPRING ISD",2929
"1845","NY","Kings Park Central School District",36426,"3616260","KINGS PARK CENTRAL SCHOOL DISTRICT",2928
"1846","NY","Monticello Central School District",36433,"3619740","MONTICELLO CENTRAL SCHOOL DISTRICT",2928
"1847","CA","Weaver Union School District",31286,"0641880","Weaver Union",2926
"1848","MI","Riverview Community School District",34682,"2629910","Riverview Community School District",2920
"1849","GA","Fannin County Board of Education",70978,"1302100","Fannin County",2919
"1850","WI","School District of Baraboo",40066,"5500810","Baraboo School District",2916
"1851","NY","Pelham Union Free School District",46414,"3622680","PELHAM UNION FREE SCHOOL DISTRICT",2916
"1852","MI","Western School District",34462,"2635940","Western School District",2912
"1853","OK","El Reno Public Schools",197298,"4010650","EL RENO",2911
"1854","CA","San Marino Unified School District",146606,"0634860","San Marino Unified",2909
"1855","TX","Silsbee Independent School District",38979,"4840230","SILSBEE ISD",2909
"1856","OH","Bowling Green City School District",37312,"3904363","Bowling Green City School District",2908
"1857","NC","Martin County Board of Education",36606,"3702880","Martin County Schools",2906
"1858","WI","Stoughton Area School District",39957,"5514550","Stoughton Area School District",2906
"1859","MD","Board of Education of Somerset County",40478,"2400570","Somerset County Public Schools",2905
"1860","NJ","Southern Regional School District",35862,"3415480","Southern Regional School District",2905
"1861","SC","Laurens County School District 55",38351,"4502640","Laurens 56",2902
"1862","SC","Laurens County School District 56",38350,"4502640","Laurens 56",2902
"1863","WV","Mcdowell County Board of Education",39796,"5400810","MCDOWELL COUNTY SCHOOLS",2901
"1864","TX","Levelland Independent School District",39027,"4827240","LEVELLAND ISD",2898
"1865","MI","East Grand Rapids Public Schools",161557,"2612480","East Grand Rapids Public Schools",2895
"1866","NY","Somers Central School District",82369,"3627180","SOMERS CENTRAL SCHOOL DISTRICT",2894
"1867","NY","Wyandanch Union Free School District",51024,"3631800","WYANDANCH UNION FREE SCHOOL DISTRICT",2893
"1868","PA","Shikellamy School District",38117,"4221540","Shikellamy SD",2892
"1869","IL","Chicago Heights School District 170",32911,"1709960","Chicago Heights SD 170",2891
"1870","OH","Goshen Local School District",37030,"3904634","Goshen Local",2885
"1871","OH","Painesville City Local School District",37136,"3910015","Painesville City Local",2883
"1872","TX","Pecos-Barstow-Toyah Independent School District",39152,"4834550","PECOS-BARSTOW-TOYAH ISD",2879
"1873","PA","Laurel Highlands School District",37993,"4213320","Laurel Highlands SD",2877
"1874","NY","Wallkill Central School District",36451,"3629790","WALLKILL CENTRAL SCHOOL DISTRICT",2876
"1875","NY","Beacon City School District",36163,"3604140","BEACON CITY SCHOOL DISTRICT",2875
"1876","CA","Calaveras Unified School District",67118,"0606870","Calaveras Unified",2875
"1877","KY","Greenup County School District",33667,"2102400","Greenup County",2875
"1878","NC","Greene County Board of Education",36569,"3701830","Greene County Schools",2874
"1879","OH","Monroe Local School District",49563,"3900094","Monroe Local",2874
"1880","WI","School District of Reedsburg",40065,"5512660","Reedsburg School District",2872
"1881","NJ","Kingsway Regional School District",35798,"3407980","Kingsway Regional School District",2868
"1882","GA","Union County Board of Education",32642,"1305250","Union County",2868
"1883","AL","Tallapoosa County Board of Education",30387,"0103210","Tallapoosa County",2865
"1884","NH","Goffstown School District",49877,"3303240","Goffstown School District",2864
"1885","MI","Adrian Public Schools",34498,"2601950","Adrian Public Schools",2863
"1886","CA","Palo Verde Unified School District",146484,"0629640","Palo Verde Unified",2863
"1887","SC","Anderson County School District 3",38319,"4500870","Anderson 04",2860
"1888","SC","Anderson County School District 4",38318,"4500870","Anderson 04",2860
"1889","PA","Indiana Area School District",38006,"4212150","Indiana Area SD",2860
"1890","AL","Selma City Board of Education",30332,"0102970","Selma City",2852
"1891","FL","Gilchrist County District School Board",32388,"1200630","GILCHRIST",2851
"1892","MO","Bolivar R-I School District",35293,"2905370","BOLIVAR R-I",2850
"1893","NY","Sayville Union Free School District",36425,"3625920","SAYVILLE UNION FREE SCHOOL DISTRICT",2847
"1894","PA","Crestwood School District",38059,"4205460","Crestwood SD",2845
"1895","NJ","Point Pleasant Borough School District",35858,"3413290","Point Pleasant Borough School District",2842
"1896","OK","Glenpool Public Schools",197300,"4012720","GLENPOOL",2837
"1897","TX","Gonzales Independent School District",42702,"4821060","GONZALES ISD",2837
"1898","MI","Marysville Public Schools",34628,"2623040","Marysville Public Schools",2837
"1899","NY","Plainedge Union Free School District",36273,"3623190","PLAINEDGE UNION FREE SCHOOL DISTRICT",2836
"1900","NY","Rotterdam-Mohonasen Central School District",36378,"3600004","ROTTERDAM-MOHONASEN CENTRAL SCHOOL DISTRICT",2835
"1901","OR","St. Helens School District",90932,"4111720","St Helens SD 502",2835
"1902","WI","Sauk Prairie School District",40063,"5513410","Sauk Prairie School District",2833
"1903","NJ","Westwood Regional School District",35728,"3417820","Westwood Regional School District",2832
"1904","TX","Celina Independent School District",163493,"4813290","CELINA ISD",2831
"1905","AL","Muscle Shoals City Board of Education",30324,"0102520","Muscle Shoals City",2828
"1906","NY","Lynbrook Union Free School District",36264,"3617910","LYNBROOK UNION FREE SCHOOL DISTRICT",2822
"1907","KY","Mercer County School District",33714,"2104110","Mercer County",2822
"1908","CA","Mojave Unified School District",146386,"0625230","Mojave Unified",2822
"1909","MI","Public Schools of Petoskey",34402,"2627930","Public Schools of Petoskey",2821
"1910","OH","Copley-Fairlawn City School District",47773,"3904998","Copley-Fairlawn City",2818
"1911","KY","Boyle County School District",33625,"2100630","Boyle County",2817
"1912","NY","Wantagh Union Free School District",36259,"3629850","WANTAGH UNION FREE SCHOOL DISTRICT",2816
"1913","OH","Midview Local School District",37155,"3904817","Midview Local",2815
"1914","IL","Berwyn North School District 98",42496,"1706060","Berwyn North SD 98",2812
"1915","KY","Rockcastle County School District",33732,"2105070","Rockcastle County",2812
"1916","TX","Sealy Independent School District",38800,"4839630","SEALY ISD",2812
"1917","OH","Tecumseh Local School District",37024,"3904624","Tecumseh Local",2810
"1918","WI","Medford Area Public School District",197698,"5508940","Medford Area Public School District",2804
"1919","FL","Taylor County District School Board",32427,"1201860","TAYLOR",2804
"1920","MI","Marshall Public Schools",34370,"2622970","Marshall Public Schools",2797
"1921","MI","St. Johns Public Schools",34390,"2632820","St. Johns Public Schools",2796
"1922","GA","School District Thomasville City",198261,"1304950","Thomasville City",2796
"1923","PA","Hampton Township School District",188282,"4211400","Hampton Township SD",2792
"1924","TX","Gatesville Independent School District",191478,"4820500","GATESVILLE ISD",2788
"1925","CA","Laguna Beach Unified School District",146275,"0620370","Laguna Beach Unified",2788
"1926","OH","Ross Local School District",37017,"3904614","Ross Local",2786
"1927","OH","Chardon Local School District",45444,"3904718","Chardon Local",2785
"1928","OH","Western Brown Local School District",37011,"3904606","Western Brown Local",2784
"1929","KY","Breckinridge County School District",33628,"2100720","Breckinridge County",2783
"1930","KY","Taylor County Board of Education",33738,"2105520","Taylor County",2783
"1931","PA","Ringgold School District",38161,"4220400","Ringgold SD",2782
"1932","OH","Louisville City School District",37256,"3904987","Louisville City",2781
"1933","NJ","Morris Hills Regional School District",47195,"3410740","Morris Hills Regional School District",2778
"1934","KY","Mason County School District",33711,"2103870","Mason County",2777
"1935","OH","Chillicothe City School District",37233,"3904374","Chillicothe City",2775
"1936","VT","South Burlington School District",39368,"5007470","South Burlington School District",2772
"1937","OH","Revere Local School District",47537,"3905005","Revere Local",2770
"1938","NY","Islip Union Free School District",36414,"3615540","ISLIP UNION FREE SCHOOL DISTRICT",2769
"1939","WI","School District of Fort Atkinson",39988,"5504740","Fort Atkinson School District",2768
"1940","CA","San Rafael City High School District",46613,"0635110","San Rafael City High",2768
"1941","KY","Adair County School District",42836,"2100030","Adair County",2763
"1942","OH","Franklin City School District",37294,"3904400","Franklin City",2761
"1943","TX","Robstown Independent School District",43235,"4837440","ROBSTOWN ISD",2760
"1944","NC","Hertford County Board of Education",40237,"3702160","Hertford County Schools",2758
"1945","PA","Berwick Area School District",37950,"4203480","Berwick Area SD",2757
"1946","OK","Pryor School District",190882,"4025200","PRYOR",2757
"1947","OH","Bellbrook-Sugarcreek Local School District",49163,"3904727","Bellbrook-Sugarcreek Local",2756
"1948","NJ","Hunterdon Central Regional High School District",46337,"3407590","Hunterdon Central Regional High School District",2756
"1949","IL","Summit Hill School District 161",48353,"1738220","Summit Hill SD 161",2755
"1950","GA","Banks County Board of Education",189184,"1300240","Banks County",2750
"1951","GA","School District Banks County",196505,"1300240","Banks County",2750
"1952","OH","Norwalk City School District",91098,"3904456","Norwalk City",2749
"1953","NM","Bloomfield Municipal School District No.6",46641,"3500240","BLOOMFIELD SCHOOLS",2748
"1954","MI","Edwardsburg Public Schools",34376,"2612990","Edwardsburg Public Schools",2748
"1955","MI","Haslett Public Schools",161577,"2617940","Haslett Public Schools",2742
"1956","WI","Greendale School District",40011,"5505910","Greendale School District",2741
"1957","VT","Maple Run Unified School District",59098,"5000399","Maple Run Unified School District",2738
"1958","PA","West Mifflin Area School District",37848,"4225680","West Mifflin Area SD",2735
"1959","AL","Jasper City Board of Education",30390,"0101890","Jasper City",2734
"1960","CA","Reef-Sunset Unified School District",146548,"0632270","Reef-Sunset Unified",2732
"1961","MS","Covington County School District",35001,"2801290","COVINGTON COUNTY SCHOOL DISTRICT",2724
