"","state.abb","county","census_id","id.x","year","category","total_liabilities","bonds_outstanding","current_liabilities","leases","loans_outstanding","notes_outstanding","net_pension_liability","net_pension_assets","net_opeb_liability","net_opeb_assets","compensated_absences","charges_for_services","operating_grants","capital_grants","general_revenue","change_in_net_position","expenses","total_operating_revenues","non_operating_revenues","capital_contributions","revenues","has_unconfirmed","id.y","state.name","population"
"522","MD","Calvert County","21100500400000",171290,2020,"General Purpose",298296746,155533187,47536064,0,0,11118014,24610217,0,37603994,0,14222663,39481640,9485075,1313715,308418626,35988334,322710722,0,0,0,358699056,FALSE,"0500000US24009","Maryland",92783
"523","KY","Madison County","18107607600000",33582,2020,"General Purpose",0,12020000,0,307329,1842975,0,0,0,0,0,0,13165914,389840,0,19113360,-1864430,34533544,0,0,0,32669114,FALSE,"0500000US21151","Kentucky",92701
"524","PA","Northumberland County","39104904900000",197363,2020,"General Purpose",75909455,58626908,7396724,0,0,0,0,6431807,8395293,0,1450803,7368446,38113998,0,28343785,10341297,63484932,0,0,0,73826229,FALSE,"0500000US42097","Pennsylvania",91647
"525","TX","Liberty County","44114614600000",38635,2020,"General Purpose",90166128,7063353,7352167,1746931,0,1990000,10186659,0,37395052,0,1021966,8269411,6861016,0,45707471,-654331,61492229,0,0,0,60837898,FALSE,"0500000US48291","Texas",91628
"526","CA","Mendocino County","5102302300000",165544,2020,"General Purpose",311501099,45095000,24648301,0,0,0,206708080,0,0,0,4822355,21148724,145480971,3191180,115183367,19720505,265283737,22910944,366572,0,285004242,FALSE,"0500000US06045","California",91601
"527","WI","Ozaukee County","50104604600000",44537,2020,"General Purpose",37952265,17470075,8848160,2192638,0,5710000,0,6875848,0,0,3731392,35611641,22988146,64324,34455390,2300251,90819250,0,0,0,93119501,FALSE,"0500000US55089","Wisconsin",91503
"528","VA","Frederick County","47103503500000",88712,2020,"General Purpose",278129742,165426991,13502704,7416308,1480526,0,14998353,0,55725882,0,4891727,15180106,18221384,6276035,179123859,15423319,203378065,0,0,0,218801384,FALSE,"0500000US51069","Virginia",91419
"529","TX","Victoria County","44123523500000",100211,2020,"General Purpose",43311737,20820289,3916379,87290,0,0,13778737,0,1663830,0,1942798,11113505,9031558,806880,40619819,1358548,60213214,0,0,0,61571762,FALSE,"0500000US48469","Texas",91319
"530","NY","Wayne County","33105905400000",36015,2020,"General Purpose",130851816,20485569,18759720,2250000,0,0,51445401,0,25615630,0,3478117,35986880,35030927,5783119,105206282,6961240,175045968,0,0,0,182007208,FALSE,"0500000US36117","New York",91283
"531","NH","Grafton County","30100500500000",45062,2020,"General Purpose",96283157,22994975,3847137,0,0,0,24157738,0,43649705,0,1633602,18598687,2927771,0,28076439,-388627,49991524,0,0,0,49602897,FALSE,"0500000US33009","New Hampshire",91118
"532","NC","Rockingham County","34107907900000",36644,2020,"General Purpose",144553001,39793390,9740242,0,0,0,14215229,151559,57059142,0,267058,15978052,14486195,3401884,76486902,5475117,104877916,0,0,0,110353033,FALSE,"0500000US37157","North Carolina",91096
"533","FL","Nassau County","10104504500000",43773,2020,"General Purpose",206503804,33026055,15747566,317517,0,646281,104672569,0,27317377,0,8439148,19062589,19224067,6903996,114019524,8715633,150494543,0,0,0,159210176,FALSE,"0500000US12089","Florida",90352
"534","ID","Twin Falls County","13104204200000",111590,2020,"General Purpose",12414859,0,4820056,0,0,0,6606744,0,0,0,907358,5936998,1039116,0,40878954,4254932,43600136,0,0,0,47855068,FALSE,"0500000US16083","Idaho",90046
"535","PR","Guaynabo",NA,87583,2020,"General Purpose",623465625,210213514,47920114,10080091,5000000,5809676,301066600,0,0,0,17217610,11267090,18244350,2504956,145551825,10078454,167489767,0,0,0,177568221,FALSE,"0500000US72061","Puerto Rico",89780
"536","WI","Dodge County","50101401400000",39832,2020,"General Purpose",51957817,15083761,15220922,0,0,8980000,0,9273660,6460911,0,6212223,48039554,21473665,40254,49433592,-193514,119180579,0,0,0,118987065,FALSE,"0500000US55027","Wisconsin",89396
"537","MO","Christian County","26102202200000",119566,2020,"General Purpose",0,8976649,0,36075,0,0,0,0,0,0,283286,5769007,10995610,1050727,17450930,5356543,29909731,0,0,0,35266274,FALSE,"0500000US29043","Missouri",88842
"538","MI","Lapeer County","23104404400000",34272,2020,"General Purpose",30042306,0,10775733,0,3397606,0,14042205,0,0,0,545822,40910899,28569011,0,19869072,4313261,85035721,0,0,0,89348982,FALSE,"0500000US26087","Michigan",88619
"539","OR","Josephine County","38101701700000",103182,2020,"General Purpose",49528960,5650000,8044243,0,814312,0,30738955,0,631450,334256,2137000,17083649,45395248,2910037,13902263,13761635,65529562,725411,730191,0,79291197,FALSE,"0500000US41033","Oregon",88090
"540","PR","Arecibo",NA,151290,2020,"General Purpose",231414371,30379633,18511436,0,6115529,0,126445431,0,0,0,0,2748601,7008000,67663,34583381,-7692818,52100463,0,0,0,44407645,FALSE,"0500000US72013","Puerto Rico",87754
"541","NC","Burke County","34101201200000",36509,2020,"General Purpose",107999745,4202138,10220634,0,0,56191340,11687912,168620,18514709,0,1912409,12311170,15401891,8743655,77657394,11590528,102523582,0,0,0,114114110,FALSE,"0500000US37023","North Carolina",87570
"542","OR","Polk County","38102702700000",103192,2020,"General Purpose",56328756,15654859,2967341,0,0,0,34046477,0,2258462,351532,1401617,5013560,26970696,0,22447102,-2590175,57021533,0,0,0,54431358,FALSE,"0500000US41053","Oregon",87433
"543","NC","Lincoln County","34105505500000",36598,2020,"General Purpose",243949858,64472006,9752194,0,10271824,0,16448201,161569,55722570,0,2560553,31117563,14732517,6111431,104830802,29862816,126929497,0,0,0,156792313,FALSE,"0500000US37109","North Carolina",86810
"544","TX","Angelina County","44100300300000",38612,2020,"General Purpose",20946706,1480935,3143416,1097644,0,6245502,1045555,0,0,0,285044,24853132,4461123,0,27908554,5407295,51815514,0,0,0,57222809,FALSE,"0500000US48005","Texas",86395
"545","PA","Lawrence County","39103703700000",37717,2020,"General Purpose",40448246,8880635,7496179,0,0,23352500,0,8559819,0,0,718932,6373237,33259834,0,32083909,6113787,65603193,0,0,0,71716980,FALSE,"0500000US42073","Pennsylvania",86070
"546","GA","Dougherty County","11104704700000",41737,2020,"General Purpose",44394827,0,9759413,0,0,0,12863653,0,9723406,0,3020725,20184596,3019068,1089858,72698992,11546575,85445939,0,0,0,96992514,FALSE,"0500000US13095","Georgia",85790
"547","WI","Jefferson County","50102802800000",56396,2020,"General Purpose",40983642,21047924,8894657,0,0,0,0,6803569,5860836,0,5180225,17036344,18565917,257481,42062489,6223632,71698599,0,0,0,77922231,FALSE,"0500000US55055","Wisconsin",84900
"548","TX","Orange County","44118118100000",44919,2020,"General Purpose",116894760,0,12649107,0,0,0,8317563,0,89583011,0,1857564,5545084,6425802,0,39474646,-12572452,64017984,0,0,0,51445532,FALSE,"0500000US48361","Texas",84808
"549","MO","Buchanan County","26101101100000",35110,2020,"General Purpose",11549032,0,3549665,0,0,0,4845370,0,811021,0,2342976,5809153,13817854,217731,32568614,4733925,47679427,0,0,0,52413352,FALSE,"0500000US29021","Missouri",84793
"550","GA","Glynn County","11106306300000",40227,2020,"General Purpose",77740781,29730456,9857016,3737384,0,0,19019778,0,6691285,0,3820072,21484392,2558107,5341435,110941316,11745307,128579943,0,0,0,140325250,FALSE,"0500000US13127","Georgia",84499
"551","MT","Cascade County","27100700700000",35358,2020,"General Purpose",33292471,0,3398413,0,3403771,0,23147339,0,241615,0,3101333,14174500,9370886,7702,28023817,3149448,48427457,2511294,25619,10918,51576905,FALSE,"0500000US30013","Montana",84414
"552","WV","Wood County","49105405400000",90229,2020,"General Purpose",14797792,9343666,849007,303650,0,0,1565123,0,2359503,0,376843,5827330,454524,627045,17726513,750806,23884606,0,0,0,24635412,FALSE,"0500000US54107","West Virginia",84296
"553","SC","Orangeburg County","41103803800000",38270,2020,"General Purpose",209663272,93810159,9579443,7321176,141422,1563689,45978287,0,48779000,0,2328168,15007138,3292783,3226946,62326474,-4746095,88599436,0,0,0,83853341,FALSE,"0500000US45075","South Carolina",84223
"554","NY","Chemung County","33100800700000",90764,2020,"General Purpose",197932221,51588953,25213645,1285258,0,11365107,54193262,0,39720321,0,7809689,48322525,49180655,11965557,109991975,-3741922,223202634,0,0,0,219460712,FALSE,"0500000US36015","New York",84148
"555","PA","Crawford County","39102002000000",197374,2020,"General Purpose",34895953,0,10638318,0,0,15110000,7215987,0,0,0,1931648,18024177,29221300,742604,28479956,9337126,67130911,12069040,1061667,0,76468037,FALSE,"0500000US42039","Pennsylvania",83938
"556","VA","Rockingham County","47108308300000",93553,2020,"General Purpose",191133696,129369141,13069790,6595000,0,6723467,13108838,0,6155265,0,1294721,27231445,16048963,867554,121150842,-3818582,169117386,0,0,0,165298804,FALSE,"0500000US51165","Virginia",83757
"557","MI","Midland County","23105605600000",34278,2020,"General Purpose",79577321,41705449,3392617,0,0,179000,1886685,0,30306340,0,2107230,10837863,20119343,24003,30745511,7694733,54031987,0,0,0,61726720,FALSE,"0500000US26111","Michigan",83494
"558","PA","Indiana County","39103203200000",42999,2020,"General Purpose",52191073,0,5022613,1027745,0,45192182,0,3439591,0,0,948533,16150826,23562717,833723,21830616,3558276,58819606,0,0,0,62377882,FALSE,"0500000US42063","Pennsylvania",83246
"559","FL","Monroe County","10104404400000",32247,2020,"General Purpose",484272398,30310000,31852682,0,0,151847440,181968145,0,57533000,0,15748578,77082221,25649954,44156781,179296716,3961794,322223878,0,0,0,326185672,FALSE,"0500000US12087","Florida",82874
"560","TX","Henderson County","44110710700000",88208,2020,"General Purpose",11655251,0,2534780,1703724,0,0,5320952,0,0,0,2095795,7019879,3710976,0,31578319,2886913,39422261,0,0,0,42309174,FALSE,"0500000US48213","Texas",82150
"561","WA","Lewis County","48102102100000",89142,2020,"General Purpose",55734140,8227856,8313222,267706,0,849833,10155929,2415011,20579052,0,5413050,29271580,28106700,4910609,58546662,18170549,102665002,0,0,0,120835551,FALSE,"0500000US53041","Washington",82149
"562","AL","Talladega County","1106106100000",103554,2020,"General Purpose",44080242,0,1928853,2150567,0,428855,6019480,0,12331713,0,685214,8514878,6839672,463179,18846541,7546974,27117296,0,0,0,34664270,FALSE,"0500000US01121","Alabama",82149
"563","KS","Leavenworth County","17105205200000",93308,2020,"General Purpose",0,28030000,0,493092,769762,0,25253579,0,0,0,0,0,0,0,92281019,-601840,92882859,0,0,0,92281019,FALSE,"0500000US20103","Kansas",81881
"564","MO","Cape Girardeau County",NA,81420,2020,"General Purpose",194689,0,194689,0,0,0,0,0,0,0,0,0,1521971,693263,1674993,374250,3515977,0,0,199808,3890227,FALSE,"0500000US29031","Missouri",81710
"565","OK","Payne County","37106006000000",125450,2020,"General Purpose",0,0,0,0,0,0,0,0,0,0,0,0,0,0,32942216,5264498,27677718,0,0,0,32942216,FALSE,"0500000US40119","Oklahoma",81646
"566","CA","Yuba County","5105805700000",59283,2020,"General Purpose",299673311,73047435,12290808,9308336,226465,8215000,155091698,0,20718620,0,7980890,61343806,112836432,3476047,36468518,29728938,184395865,0,0,0,214124803,FALSE,"0500000US06115","California",81575
"567","WI","Manitowoc County","50103603600000",39850,2020,"General Purpose",40057232,27402724,9222129,0,0,0,0,5775617,2976741,0,455638,18601805,20341838,0,38191697,2899411,74235929,8200925,111529,0,77135340,FALSE,"0500000US55071","Wisconsin",81359
"568","GA","Bulloch County","11101601600000",64802,2020,"General Purpose",27011322,17007562,5973994,1681610,0,376089,0,0,0,0,1272067,12749082,2373696,2416455,59886138,6213733,71211638,0,0,0,77425371,FALSE,"0500000US13031","Georgia",81099
"569","OK","Wagoner County","37107307300000",125461,2020,"General Purpose",0,0,0,0,0,0,0,0,0,0,0,0,0,0,25317689,2538630,22779059,0,0,0,25317689,FALSE,"0500000US40145","Oklahoma",80981
"570","NC","Caldwell County","34101401400000",36514,2020,"General Purpose",63680553,0,3767713,0,0,43970245,11131900,0,2948262,0,1715013,10542208,13059772,4990460,68518348,-4252972,101363760,0,0,0,97110788,FALSE,"0500000US37027","North Carolina",80652
"571","PA","Clearfield County","39101701700000",44177,2020,"General Purpose",6118295,0,4219530,455050,0,0,989715,0,0,0,454000,3639494,22194706,0,14325398,3852023,36307575,0,0,0,40159598,FALSE,"0500000US42033","Pennsylvania",80562
"572","IN","Kosciusko County","15104304300000",33205,2020,"General Purpose",0,3838000,0,118744,0,0,0,0,0,0,0,11131859,38082982,0,181424501,8387330,222252012,0,0,0,230639342,FALSE,"0500000US18085","Indiana",80240
"573","OR","Umatilla County","38103003000000",103195,2020,"General Purpose",10088644,9535000,0,240087,0,313557,24991582,0,2998355,295408,0,11763444,30005928,0,23962747,3109162,62622957,0,0,0,65732119,FALSE,"0500000US41059","Oregon",80075
"574","WY","Natrona County","51101301300000",40131,2020,"General Purpose",20783393,0,1195378,0,0,0,14831253,0,0,0,1221547,5694414,5248146,11280941,35482425,-1150596,58856522,0,0,0,57705926,FALSE,"0500000US56025","Wyoming",79955
"575","TN","Putnam County","43107107100000",197501,2020,"General Purpose",129589503,117825000,3188159,365145,2033748,5935000,0,12013896,8068625,0,0,17967050,6262634,1470146,50966460,10987578,65678712,0,0,0,76666290,FALSE,"0500000US47141","Tennessee",79854
"576","NY","Clinton County","33101000900000",35978,2020,"General Purpose",346318357,45962135,16647047,5758174,0,7248396,44926446,0,215554089,0,8023370,24782529,39336187,10699785,73412287,-23112659,171343447,2402582,4637214,1464946,148230788,FALSE,"0500000US36019","New York",79843
"577","VA","Bedford County","47101001000000",44236,2020,"General Purpose",142188340,88188041,26055228,5655350,0,0,9648082,0,2579586,0,2109636,14592153,22283832,158779,91637003,-13267969,141939736,0,0,0,128671767,FALSE,"0500000US51019","Virginia",79462
"578","MI","Clinton County","23101901900000",34255,2020,"General Purpose",11156457,8146050,1685048,0,0,0,0,5652577,0,5400239,1325359,5834364,4926697,741050,21579700,7193559,25888252,0,0,0,33081811,FALSE,"0500000US26037","Michigan",79128
"579","NC","Wilson County","34109809800000",36686,2020,"General Purpose",110165370,7727996,6842714,255056,0,15816068,15933147,83047,56968613,0,2384864,14425969,19045472,100116,76607204,2595205,107583556,0,0,0,110178761,FALSE,"0500000US37195","North Carolina",78784
"580","NY","Sullivan County","33105304800000",36009,2020,"General Purpose",743708859,261303553,48789644,1119819,0,0,58022246,0,304468473,0,4576961,47593943,45506825,7646373,134657651,-20986970,256391762,0,0,0,235404792,FALSE,"0500000US36105","New York",78624
"581","SC","Oconee County","41103703700000",38269,2020,"General Purpose",97448315,14498485,4905376,8960635,0,0,53536319,0,11134969,0,1651761,14022308,3139229,2050616,52808914,2893022,69128045,0,0,0,72021067,FALSE,"0500000US45073","South Carolina",78607
"582","VA","James City County","47104804800000",130681,2020,"General Purpose",171757974,131507324,7139244,1086117,0,0,19504820,0,8175670,0,4162759,17824271,41795253,180635,167139290,24892311,202047138,127040,4219,0,226939449,FALSE,"0500000US51095","Virginia",78254
"583","MS","Forrest County","25101801800000",34933,2020,"General Purpose",67672157,17207164,3509194,0,0,3445945,42415214,0,0,0,554040,3434407,5403131,1671414,37097850,1107595,46499207,0,0,0,47606802,FALSE,"0500000US28035","Mississippi",78158
"584","VA","Augusta County","47100800800000",88661,2020,"General Purpose",109688579,74620660,12794422,1375872,0,0,11033402,0,7596861,0,2267362,7927419,22870708,1635216,96699561,445503,128687401,0,0,0,129132904,FALSE,"0500000US51015","Virginia",77487
"585","MO","Cole County","26102602600000",44566,2020,"General Purpose",13972414,864331,2149270,367798,0,0,3353850,4263374,0,0,1477048,10459547,13549418,358881,33179839,10246799,47300886,0,0,0,57547685,FALSE,"0500000US29051","Missouri",77279
"586","WA","Clallam County","48100500500000",42749,2020,"General Purpose",0,0,0,0,9917675,0,0,0,0,0,3169045,15352614,21904847,0,51154233,33687,88378007,0,0,0,88411694,FALSE,"0500000US53009","Washington",77155
"587","TN","Anderson County","43100100100000",197408,2020,"General Purpose",68698757,53299448,3102372,29879,8394000,1303842,0,3413650,520475,0,697487,14023986,4194719,535788,29806567,2785875,45775185,0,0,0,48561060,FALSE,"0500000US47001","Tennessee",77123
"588","OH","Ross County","36107107100000",36910,2020,"General Purpose",0,0,0,0,0,0,0,0,0,0,0,0,5421362,0,4798748,1832763,8387347,0,0,0,10220110,FALSE,"0500000US39141","Ohio",77093
"589","NY","Cattaraugus County","33100500400000",42892,2020,"General Purpose",493045337,44715473,31942494,1306021,0,0,58134568,0,338251845,0,7431474,48190041,40534023,6242360,107616141,-9312714,211895279,0,0,0,202582565,FALSE,"0500000US36009","New York",77042
"590","AR","White County","4107307300000",108535,2020,"General Purpose",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,"0500000US05145","Arkansas",76822
"591","NH","Cheshire County","30100300300000",35547,2020,"General Purpose",87701485,49357840,6746912,30369,0,0,27177256,0,3303439,0,924169,13361961,11959895,270071,29801639,2871043,52522523,0,0,0,55393566,FALSE,"0500000US33005","New Hampshire",76458
"592","TX","Walker County","44123623600000",65221,2020,"General Purpose",56007585,13443221,3719059,0,0,451918,16271351,0,20947733,0,1174303,8000230,8664102,0,25996327,802515,41858144,0,0,0,42660659,FALSE,"0500000US48471","Texas",76400
