state.abb,county,year,category,total_liabilities,bonds_outstanding,current_liabilities,leases,loans_outstanding,notes_outstanding,net_pension_liability,net_pension_assets,net_opeb_liability,net_opeb_assets,compensated_absences,charges_for_services,operating_grants,capital_grants,general_revenue,change_in_net_position,expenses,total_operating_revenues,non_operating_revenues,capital_contributions,revenues,id,state.name,population
MO,Douglas County,2020,General Purpose,0,0,0,6330050,0,0,0,0,0,0,0,0,0,0,5976061,436167,5539894,0,0,0,5976061,0500000US29067,Missouri,11578
NM,Sierra County,2020,General Purpose,20218190,0,498406,917095,0,9211029,6289445,0,2167861,0,147420,909453,2390791,1086474,9762178,99004,14049892,0,0,0,14148896,0500000US35051,New Mexico,11576
CO,Rio Grande County,2020,General Purpose,2157504,0,706638,1124961,0,0,0,0,0,0,325905,954212,14559745,0,6307278,189008,21632227,0,0,0,21821235,0500000US08105,Colorado,11539
VA,Charlotte County,2020,General Purpose,27383745,18108712,1835279,3413724,0,0,1303488,0,829648,0,410764,877512,6387721,0,14188434,-638963,22092630,0,0,0,21453667,0500000US51037,Virginia,11529
WY,Big Horn County,2020,General Purpose,7535590,0,1029398,2659583,158899,253979,2642403,0,0,0,222646,2498710,697901,991636,9284450,-737543,14210240,0,0,0,13472697,0500000US56003,Wyoming,11521
MN,Cottonwood County,2020,General Purpose,8435846,0,818175,0,1421951,0,3598254,0,314617,0,745886,2415303,6589924,771745,14947077,4940911,19783138,0,0,0,24724049,0500000US27033,Minnesota,11517
MT,Fergus County,2020,General Purpose,7327422,1701238,647960,0,92216,0,4249514,0,148127,0,488367,1937924,1600353,730837,9196046,1939206,11525954,0,0,0,13465160,0500000US30027,Montana,11446
TN,Decatur County,2020,General Purpose,9192046,5619327,790341,0,533156,1995000,0,1040970,67313,0,186909,2877013,2851874,530037,13212001,7493212,11977713,0,0,0,19470925,0500000US47039,Tennessee,11435
AR,Desha County,2020,General Purpose,537016,0,537016,0,0,0,2597456,0,0,0,0,0,0,0,7435501,527647,6907854,0,0,0,7435501,0500000US05041,Arkansas,11395
VA,Greensville County,2020,General Purpose,68307071,33594600,6286621,0,18825477,848955,1024888,0,806342,0,641047,8880114,4488580,944447,18286623,3985877,28613887,0,0,0,32599764,0500000US51081,Virginia,11391
MN,Pope County,2020,General Purpose,16350560,7404785,1046723,0,478793,0,5091603,0,1742039,0,586617,1925040,9429360,17182,10869391,5624991,16615982,0,0,0,22240973,0500000US27121,Minnesota,11308
MN,Watonwan County,2020,General Purpose,11609102,1593614,2016238,0,599163,65000,6024029,0,396691,0,914367,2859019,10084237,2229880,12897370,6751882,21318624,0,0,0,28070506,0500000US27165,Minnesota,11253
GA,Dooly County,2020,General Purpose,12951218,4165000,810385,889790,279203,4887724,1784646,0,0,0,0,5876389,268439,0,11376731,781825,16739734,0,0,0,17521559,0500000US13093,Georgia,11208
NC,Clay County,2020,General Purpose,17125368,0,903116,0,0,0,2444640,29204,2614121,0,370172,3789813,4266154,5805206,13569891,-658319,28089383,0,0,0,27431064,0500000US37043,North Carolina,11089
NC,Washington County,2020,General Purpose,24830224,3573567,1232285,0,0,391894,7461377,14518,9514837,0,467745,4963964,3543871,7863759,10848460,7477822,19742232,0,0,0,27220054,0500000US37187,North Carolina,11003
GA,Candler County,2020,General Purpose,4080284,0,394777,550057,0,125000,0,0,0,0,142226,2595439,218185,606573,7518418,504642,10433973,0,0,0,10938615,0500000US13043,Georgia,10981
GA,McIntosh County,2020,General Purpose,11732931,6133531,3181978,591541,0,0,1644113,0,0,0,181768,7663379,2006258,865448,9804838,2061889,18278034,0,0,0,20339923,0500000US13191,Georgia,10975
VA,Lancaster County,2020,General Purpose,13434832,6893331,2443601,120516,0,0,3328099,0,406166,0,243119,609139,4163799,0,22927342,1663736,26036544,0,0,0,27700280,0500000US51103,Virginia,10919
MN,Lake County,2020,General Purpose,22021794,11145423,2173365,146663,0,0,6431278,0,512820,0,1612245,2488825,23471796,1875154,13689917,7453183,34072509,0,0,0,41525692,0500000US27075,Minnesota,10905
NC,Alleghany County,2020,General Purpose,18959442,0,920536,0,0,0,2397684,0,9526134,0,374191,2730807,3250139,122401,13297495,52772,19348070,0,0,0,19400842,0500000US37005,North Carolina,10888
GA,Early County,2020,General Purpose,5327341,2420000,589234,0,0,357354,1694188,0,0,0,266565,1080176,5000,1207996,9674380,898506,11069046,0,0,0,11967552,0500000US13099,Georgia,10854
NE,Box Butte County,2020,General Purpose,0,0,0,0,2505007,0,0,0,0,0,0,540402,1479175,0,9365902,-493835,11879314,0,0,0,11385479,0500000US31013,Nebraska,10842
IA,Louisa County,2020,General Purpose,3972683,0,842241,16980,0,0,2061010,0,560932,0,491520,862591,3491845,4509275,7504807,4901513,11467005,0,0,0,16368518,0500000US19115,Iowa,10837
MI,Mackinac County,2020,General Purpose,7171610,0,477206,0,0,0,4633206,0,1807786,0,253412,1666510,1693539,53030,7434886,-15650,10863615,349827,164421,0,10847965,0500000US26097,Michigan,10834
VA,Sussex County,2020,General Purpose,17237809,6656012,1585927,125746,4968629,0,0,2181582,762671,0,408926,7223608,4895958,523375,13156957,1380123,24419775,0,0,0,25799898,0500000US51183,Virginia,10829
IA,Hancock County,2020,General Purpose,4049703,0,822867,0,0,0,1966036,0,229166,0,42826,982981,4431434,364190,10611157,426746,15963016,0,0,0,16389762,0500000US19081,Iowa,10795
MT,Roosevelt County,2020,General Purpose,21782694,10380804,459883,0,0,0,5987277,0,4395700,0,559030,1317243,1935374,126474,13028665,2619467,13788289,0,0,0,16407756,0500000US30085,Montana,10794
GA,Evans County,2020,General Purpose,1638566,0,485207,0,0,0,8454,0,0,0,117184,2786305,223891,353261,6808033,1368890,8802600,0,0,0,10171490,0500000US13109,Georgia,10774
NE,Red Willow County,2020,General Purpose,0,5105000,0,0,0,25653,0,0,0,0,0,1034070,209783,0,6631910,-190598,8066361,0,0,0,7875763,0500000US31145,Nebraska,10702
IA,Winnebago County,2020,General Purpose,25141387,19755000,855029,0,481264,0,2658177,0,230690,0,317134,2564489,3042312,97992,11203208,2605456,14302545,0,0,0,16908001,0500000US19189,Iowa,10679
VA,Middlesex County,2020,General Purpose,21269083,19159100,1281154,273042,0,0,0,1061488,264431,0,291356,356709,3319757,0,22204270,971789,24908947,39151,102735,0,25880736,0500000US51119,Virginia,10625
IA,Guthrie County,2020,General Purpose,23364826,19162331,431848,0,0,0,2944595,0,275372,0,374160,1827687,5546950,2849787,8674721,3054143,15845002,0,0,0,18899145,0500000US19077,Iowa,10623
VA,Essex County,2020,General Purpose,24960944,22304003,1586531,303933,0,0,0,91400,373781,0,392696,536449,4385515,0,19886484,2039205,22769243,0,0,0,24808448,0500000US51057,Virginia,10599
NE,Colfax County,2020,General Purpose,0,0,0,44589,0,0,0,0,0,0,0,521582,1844086,0,7012272,794005,8583935,0,0,0,9377940,0500000US31037,Nebraska,10582
MO,Bollinger County,2020,General Purpose,0,0,0,222900,0,0,0,0,0,0,0,0,0,0,7209922,670842,6539080,0,0,0,7209922,0500000US29017,Missouri,10567
IA,Mitchell County,2020,General Purpose,35665109,0,1476131,0,807398,30435000,2599280,0,115362,0,232038,861149,4210926,170412,12617239,119615,17740111,0,0,0,17859726,0500000US19131,Iowa,10565
ND,Walsh County,2020,General Purpose,8921312,0,130543,355817,33617,0,8019334,0,198403,0,183598,568235,2300074,32350,8019332,-872027,11792018,0,0,0,10919991,0500000US38099,North Dakota,10563
NE,Custer County,2020,General Purpose,0,1190000,0,0,0,0,0,0,0,0,0,931676,3715131,0,9678767,-550606,14876180,0,0,0,14325574,0500000US31041,Nebraska,10545
NC,Gates County,2020,General Purpose,15201711,7380000,825223,0,0,1578282,1190682,0,3723763,0,361081,2991013,2144330,363238,10645273,1953727,14190127,0,0,0,16143854,0500000US37073,North Carolina,10478
MT,Carbon County,2020,General Purpose,5770051,0,194625,0,0,436769,4595671,0,0,0,542986,4506270,1420963,188533,9186102,3594143,11707725,0,0,0,15301868,0500000US30009,Montana,10473
IL,Cumberland County,2020,General Purpose,82188,0,81084,1104,0,0,0,0,0,0,0,735190,1487263,0,3191452,590231,4823674,0,0,0,5413905,0500000US17035,Illinois,10450
TX,Franklin County,2020,General Purpose,1582955,0,151606,0,0,1072000,71084,0,229859,0,58406,2163985,45690,278503,7304103,1555344,8236937,0,0,0,9792281,0500000US48159,Texas,10359
NC,Camden County,2020,General Purpose,17692361,0,853181,0,13560839,0,1827554,0,1185110,0,267577,2955334,1736258,145350,13103626,1238458,16702110,0,0,0,17940568,0500000US37029,North Carolina,10355
IA,Montgomery County,2020,General Purpose,10828091,7935000,554943,0,0,0,1962493,0,97936,0,277719,445689,4629561,3383466,8068705,5362099,11165322,0,0,0,16527421,0500000US19137,Iowa,10330
KS,Nemaha County,2020,General Purpose,0,0,0,0,0,0,3343126,0,0,0,0,0,0,0,17621129,1369559,16251570,0,0,0,17621129,0500000US20131,Kansas,10273
AR,Chicot County,2020,General Purpose,588463,0,588463,726695,0,86292,1986204,0,0,0,0,0,0,0,9369472,602947,8766525,0,0,0,9369472,0500000US05017,Arkansas,10208
MI,Alcona County,2020,General Purpose,6377666,0,571293,0,0,0,5194026,0,0,0,466455,2516651,1549191,0,5532648,339078,9259412,0,0,0,9598490,0500000US26001,Michigan,10167
MO,Howard County,2020,General Purpose,0,0,0,140790,0,39840,0,454469,0,0,0,0,0,0,5678413,468116,5210297,0,0,0,5678413,0500000US29089,Missouri,10151
NE,Holt County,2020,General Purpose,0,4515000,0,65956,0,0,0,0,0,0,0,605261,4136489,0,13745602,-1296089,19783441,0,0,0,18487352,0500000US31089,Nebraska,10127
KS,Marshall County,2020,General Purpose,0,186000,0,0,0,0,3373951,0,0,0,0,0,0,0,21042866,1756668,19286198,0,0,0,21042866,0500000US20117,Kansas,10038
IA,Keokuk County,2020,General Purpose,4570130,0,383946,0,0,1425000,2026514,0,412994,0,321676,838080,3981762,359203,6673548,1535445,10317148,0,0,0,11852593,0500000US19107,Iowa,10033
MO,Lewis County,2020,General Purpose,0,0,0,35145,0,0,0,0,0,0,0,0,0,0,6208187,345022,5863165,0,0,0,6208187,0500000US29111,Missouri,10032
IA,Franklin County,2020,General Purpose,19497924,13060000,574345,0,0,94000,3090355,0,297395,0,310876,1724438,5810453,859111,11691869,3538345,16547526,0,0,0,20085871,0500000US19069,Iowa,10019
TX,Ochiltree County,2020,General Purpose,7652238,6545887,782763,0,0,0,0,10039,0,0,323588,1031765,123623,0,8919108,-21847,10096343,992956,0,0,10074496,0500000US48357,Texas,10015
MN,Jackson County,2020,General Purpose,45887409,36853435,2639609,0,0,0,4508762,0,1152753,0,732850,13048561,5513245,5552818,14052915,11862109,26305430,0,0,0,38167539,0500000US27063,Minnesota,9989
CO,Yuma County,2020,General Purpose,10395585,1563030,3059106,0,0,4773199,0,0,0,0,479500,1828697,5208296,615678,11023219,1007701,17668189,0,0,0,18675890,0500000US08125,Colorado,9988
IA,Calhoun County,2020,General Purpose,5755840,0,0,0,0,0,2804449,0,51141,0,592453,1649876,4787324,1478901,8955059,1103641,15767519,0,0,0,16871160,0500000US19025,Iowa,9927
TX,Runnels County,2020,General Purpose,338972,0,258099,80873,0,0,0,0,0,0,0,1343262,164216,0,5836528,46405,7297601,0,0,0,7344006,0500000US48399,Texas,9900
TX,Sabine County,2020,General Purpose,950355,0,458986,491369,0,0,0,138965,0,0,0,818802,981464,1580724,4233994,144422,7470562,0,0,0,7614984,0500000US48403,Texas,9894
GA,Lanier County,2020,General Purpose,735658,0,311602,373262,0,0,0,0,0,0,50794,611416,281215,1347989,4773593,1103609,5910604,0,0,0,7014213,0500000US13173,Georgia,9877
GA,Pulaski County,2020,General Purpose,4439463,0,604231,3661423,0,0,0,195878,0,0,111171,1668850,941649,131,6359456,645436,8324650,0,0,0,8970086,0500000US13235,Georgia,9855
MN,Swift County,2020,General Purpose,21994055,11750890,2799507,0,5472,0,5600491,0,203110,0,1634587,3344377,7109248,4052757,12879339,5026436,22359285,0,0,0,27385721,0500000US27151,Minnesota,9838
TX,Duval County,2020,General Purpose,2510498,421861,623967,0,0,0,1039891,0,0,0,424779,276887,0,0,11170797,1130429,10317255,0,0,0,11447684,0500000US48131,Texas,9831
UT,Emery County,2020,General Purpose,7817475,2050000,1941434,0,0,0,2357562,0,0,0,1260479,4741142,6154125,10529111,13684808,3956199,31152987,0,0,0,35109186,0500000US49015,Utah,9825
IA,Sac County,2020,General Purpose,1875886,0,1066774,0,0,0,0,0,0,0,336963,1893267,4528254,339819,7152843,-406837,14321020,0,0,0,13914183,0500000US19161,Iowa,9814
ND,Mountrail County,2020,General Purpose,0,0,0,0,0,0,22074059,0,552311,0,0,4827411,13602393,2572022,29924417,35468117,15458126,0,0,0,50926243,0500000US38061,North Dakota,9809
IA,Clarke County,2020,General Purpose,8743474,5000000,341772,0,836970,90000,1960540,0,322113,0,192079,779634,3301780,1593227,5529816,1396552,9807905,0,0,0,11204457,0500000US19039,Iowa,9748
TX,Marion County,2020,General Purpose,1980802,0,1236738,0,0,0,501089,0,242975,0,0,896742,690152,2794212,4662487,2354517,6689076,0,0,0,9043593,0500000US48315,Texas,9725
MN,Rock County,2020,General Purpose,12761502,4090676,1227520,141830,2661722,183000,3802828,0,227074,0,426852,2303338,4811147,3916753,8033385,4175317,14889306,0,0,0,19064623,0500000US27133,Minnesota,9704
NE,Wayne County,2020,General Purpose,0,14111429,0,27080,0,0,0,0,0,0,0,373809,1707738,0,6768442,-1040754,9890743,0,0,0,8849989,0500000US31179,Nebraska,9697
VA,Cumberland County,2020,General Purpose,31172431,23224085,1458851,79426,4226663,0,1556522,0,282818,0,333585,1207132,3495902,1131900,12789842,1596657,17028119,0,0,0,18624776,0500000US51049,Virginia,9675
MN,Stevens County,2020,General Purpose,19007194,12530548,1042220,147799,19197,0,4585400,0,0,0,682030,2460084,6479948,106658,10744155,1505534,18285311,0,0,0,19790845,0500000US27149,Minnesota,9671
UT,Grand County,2020,General Purpose,16499173,9724054,3323232,26257,0,0,2680657,0,0,0,744973,2751638,6328804,8967701,18320547,11219793,25148897,0,0,0,36368690,0500000US49019,Utah,9669
IA,Humboldt County,2020,General Purpose,6099347,928900,178268,0,0,0,1794432,0,170488,0,155943,338084,3045862,140441,9266240,3711351,9079276,0,0,0,12790627,0500000US19091,Iowa,9597
GA,Wilkes County,2020,General Purpose,5173099,1365000,626754,82159,0,70586,1637336,0,0,0,223684,1873346,541420,3742286,8574141,1111904,13619289,0,0,0,14731193,0500000US13317,Georgia,9565
AZ,Greenlee County,2020,General Purpose,23141258,0,2041302,1195594,0,0,17975040,0,5809,337111,431415,912079,5823785,0,15095080,1644061,20186883,0,0,0,21830944,0500000US04011,Arizona,9563
MN,Yellow Medicine County,2020,General Purpose,15623226,6517170,1794548,122537,884431,0,5223579,0,328984,0,751977,1879132,12200868,0,12580879,4240703,22420176,0,0,0,26660879,0500000US27173,Minnesota,9528
KS,Brown County,2020,General Purpose,0,0,0,228332,0,0,2766842,0,0,0,171872,0,0,0,12981088,216983,12764105,0,0,0,12981088,0500000US20013,Kansas,9508
IA,Howard County,2020,General Purpose,11045970,0,542151,0,0,7778000,2033294,0,159593,0,532932,961090,4675347,18004,9098683,1398928,13354196,0,0,0,14753124,0500000US19089,Iowa,9469
NE,Cheyenne County,2020,General Purpose,0,0,0,0,0,0,0,0,0,0,0,683479,399769,0,9569009,679994,9972263,0,0,0,10652257,0500000US31033,Nebraska,9468
OK,Latimer County,2020,General Purpose,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8658826,-32499,8691325,0,0,0,8658826,0500000US40077,Oklahoma,9444
NE,Hamilton County,2020,General Purpose,0,2310000,0,3973,0,0,0,0,0,0,0,1009106,2060900,0,7043421,-318606,10432033,0,0,0,10113427,0500000US31081,Nebraska,9429
KS,Rice County,2020,General Purpose,0,0,0,46444,0,0,3013957,0,0,0,181498,0,0,0,15092528,299166,14793362,0,0,0,15092528,0500000US20159,Kansas,9427
MT,Anaconda-Deer Lodge County,2020,General Purpose,24001648,4668137,1580691,0,3892140,0,6496850,0,6670676,0,693154,5586248,4000588,613446,13208889,1615104,21794067,0,0,0,23409171,1600000US3001675,Montana,9421
CO,Clear Creek County,2020,General Purpose,8950782,0,2037796,5899911,0,0,0,0,0,0,1013075,4303835,8187364,518137,19144044,-5664993,37818373,0,0,0,32153380,0500000US08019,Colorado,9397
IA,Emmet County,2020,General Purpose,3220344,0,190492,0,162799,0,1973628,0,216777,0,294295,347879,2695791,78635,6827376,807636,9142045,1224896,0,0,9949681,0500000US19063,Iowa,9388
MT,Beaverhead County,2020,General Purpose,6660869,0,641158,0,1150872,0,3774967,0,146582,0,317783,2010312,1758535,279110,7110315,1368649,9789623,0,0,0,11158272,0500000US30001,Montana,9371
IL,Jasper County,2020,General Purpose,0,0,0,0,0,0,342804,0,0,0,202660,2528376,5292342,11875,5553645,2865142,10521096,0,0,0,13386238,0500000US17079,Illinois,9287
WI,Forest County,2020,General Purpose,12843664,0,2461856,0,4510629,5000000,0,1180831,344177,0,527002,3573891,4409982,0,7020409,-1121006,16125288,0,0,0,15004282,0500000US55041,Wisconsin,9179
NC,Jones County,2020,General Purpose,27834552,0,2554320,48820,10558171,0,1992023,13969,0,0,400606,3744092,6552823,317161,9539593,3678715,16474954,0,0,0,20153669,0500000US37103,North Carolina,9172
KS,Pratt County,2020,General Purpose,0,590000,0,0,0,0,4695030,0,0,0,0,0,0,0,19924279,379728,19544551,0,0,0,19924279,0500000US20151,Kansas,9157
MI,Montmorency County,2020,General Purpose,8594833,0,320525,0,0,0,5594526,0,2554114,0,125668,1366921,638327,32100,4652779,1153395,5536732,0,0,0,6690127,0500000US26119,Michigan,9153
IA,Davis County,2020,General Purpose,7365131,482000,461129,0,0,0,1349379,0,524977,0,209646,595327,4632737,1974916,5774952,2981283,9996649,0,0,0,12977932,0500000US19051,Iowa,9110
NV,White Pine County,2020,General Purpose,24577826,0,4134046,0,0,0,16530371,0,2270979,0,1128389,4547769,1536720,6593682,21291350,10396154,23573367,0,0,0,33969521,0500000US32033,Nevada,9080
MN,Marshall County,2020,General Purpose,10772129,0,3447792,0,0,0,5896666,0,312729,0,1114942,2369647,7538951,3986972,8949938,3597187,19248321,0,0,0,22845508,0500000US27089,Minnesota,9040
KS,Cloud County,2020,General Purpose,0,4435000,0,255449,0,0,3767768,0,0,0,179077,0,0,0,16165972,324868,15841104,0,0,0,16165972,0500000US20029,Kansas,9032
NE,Cuming County,2020,General Purpose,0,0,0,0,0,0,0,0,0,0,0,445261,3591153,0,6082106,808838,9309682,0,0,0,10118520,0500000US31039,Nebraska,9013
GA,Turner County,2020,General Purpose,9600821,0,889087,5758602,0,0,2728203,0,0,0,196809,4365795,506804,694426,6343945,-2435166,14346136,0,0,0,11910970,0500000US13287,Georgia,9006
IA,Palo Alto County,2020,General Purpose,19660716,6295000,817417,0,0,0,2377286,0,193954,0,279789,5133226,4267243,191833,9705888,2098910,17199280,0,0,0,19298190,0500000US19147,Iowa,8996
TX,Mitchell County,2020,General Purpose,5505576,5505576,0,0,0,0,351692,0,0,0,0,1284846,134438,158300,5935196,-248006,7760786,0,0,0,7512780,0500000US48335,Texas,8990
NE,Phelps County,2020,General Purpose,0,0,0,0,0,0,0,0,0,0,0,1554714,1820960,0,5937167,-849575,10162416,0,0,0,9312841,0500000US31137,Nebraska,8968
MT,Stillwater County,2020,General Purpose,14530229,0,307141,1918475,0,251797,4508906,0,7003676,0,540234,2225848,4309956,236600,11964587,4316320,14420671,0,0,0,18736991,0500000US30095,Montana,8963
VA,Richmond County,2020,General Purpose,20904187,16864832,2335976,292713,93744,0,733983,0,406019,0,176920,440318,4689466,0,11972788,892714,16209858,15085,14,0,17102572,0500000US51159,Virginia,8923
GA,Wilkinson County,2020,General Purpose,2015318,0,644095,0,0,0,1273424,0,371260,0,97799,988162,977594,0,7333131,-105034,9403921,0,0,0,9298887,0500000US13319,Georgia,8877
MI,Alger County,2020,General Purpose,9355101,2014000,309255,0,0,0,5143863,0,1594587,0,293396,1548805,1621719,0,4152890,-207356,7530770,0,0,0,7323414,0500000US26003,Michigan,8842
IA,Greene County,2020,General Purpose,8829675,0,525580,0,0,4755000,2275476,0,247044,0,312707,2455910,4107178,1594066,7450533,-1915890,17523577,0,0,0,15607687,0500000US19073,Iowa,8771
IA,Monona County,2020,General Purpose,5022976,0,1928609,151226,0,0,2449813,0,144702,0,245574,801681,5983766,4518901,7263407,2825254,15742501,0,0,0,18567755,0500000US19133,Iowa,8751
