"","state.abb","state.name","geo_id","government_ID","entity","total_liabilities","revenues","lia_rev_ratio"
"3683","NE","Nebraska","1600000US3150020","28202800600000","Valley",10158678,9826968,103.38
"3684","MI","Michigan","1600000US2604740","23203200100000","Bad Axe",6677158,7275974,91.77
"3685","OR","Oregon","1600000US4137000","38201500600000","Jacksonville",3295143,6032769,54.62
"3686","TN","Tennessee","1600000US4721540","43209200100000","Dresden",1110223,3621942,30.65
"3687","IA","Iowa","1600000US1973875","16205200700000","Solon",0,4988065,0
"3688","OK","Oklahoma","1600000US4013650","37204600100000","Checotah",96186,7631709,1.26
"3689","OK","Oklahoma","1600000US4074150","37203600800000","Tonkawa",5610076,8300820,67.58
"3690","MI","Michigan","1600000US2640980","23203600800000","Iron River",14122594,4497356,314.02
"3691","IL","Illinois","1600000US1766339","14208500400000","Rushville",1079435,3580888,30.14
"3692","UT","Utah","1600000US4958510","45201100400000","Parowan City",10571486,6782752,155.86
"3693","NE","Nebraska","1600000US3112315","28201200500000","David",7514298,22122289,33.97
"3694","MN","Minnesota","1600000US2762446","24207700900000","Staples",13139873,12305928,106.78
"3695","OK","Oklahoma","1600000US4057600","37205700900000","Pawhuska",946362,8829848,10.72
"3696","AR","Arkansas","1600000US0528600","04200800500000","Green Forest",36771,2896134,1.27
"3697","VA","Virginia","1600000US5187072","47209800600000","Wise",4408284,7806696,56.47
"3698","FL","Florida","1600000US1230750","10204500400000","Hilliard",6102365,4039533,151.07
"3699","OR","Oregon","1600000US4170700","38202401500000","Sublimity",152510,3412772,4.47
"3700","TN","Tennessee","1600000US4703760","43202930100000","Bean Station",571907,1542811,37.07
"3701","GA","Georgia","1600000US1351520","11208200100000","Millen",3490046,8213857,42.49
"3702","TX","Texas","1600000US4867136","44215200300000","Shallowater",8186697,4924346,166.25
"3703","IL","Illinois","1600000US1733513","14206300400000","Havana",2207675,4747021,46.51
"3704","IN","Indiana","1600000US1817614","15200800200000","Delphi",0,0,NA
"3705","FL","Florida","1600000US1211800","10202000100000","Chattahoochee",8703674,7107063,122.47
"3706","MI","Michigan","1600000US2627960","23207070100000","Ferrysburg",4179315,4837637,86.39
"3707","IL","Illinois","1600000US1700113","14204800100000","Abingdon",2762883,2785821,99.18
"3708","MI","Michigan","1600000US2630060","23204700200000","Fowlerville",4763291,5136570,92.73
"3709","GA","Georgia","1600000US1315552","11206010400000","Chattahoochee Hills",632902,5179344,12.22
"3710","MO","Missouri","1600000US2959186","26207201000000","Portageville",18576,5216849,0.36
"3711","MT","Montana","1600000US3019825","27203900100000","Deer Lodge",11373979,4799865,236.96
"3712","LA","Louisiana","1600000US2248085","19202000200000","Mamou",555920,4253291,13.07
"3713","LA","Louisiana","1600000US2230550","19204700100000","Gramercy",5740779,3832441,149.79
"3714","OK","Oklahoma","1600000US4010700","37201600100000","Cache",709409,1954437,36.3
"3715","WV","West Virginia","1600000US5463292","49200100300000","Philippi",20648646,9705608,212.75
"3716","IL","Illinois","1600000US1701881","14202100100000","Arcola",2237035,4323288,51.74
"3717","IA","Iowa","1600000US1986070","16207000700000","Wilton",0,7274200,0
"3718","SD","South Dakota","1600000US4672180","42206200400000","Winner",7726787,14614617,52.87
"3719","OR","Oregon","1600000US4148300","38202290200000","Millersburg",5741244,8088959,70.98
"3720","OK","Oklahoma","1600000US4010950","37200700500000","Calera",4417111,3686404,119.82
"3721","UT","Utah","1600000US4963680","45200301500000","Richmond",4798501,3888531,123.4
"3722","FL","Florida","1600000US1242425","10204000300000","Madison",6252610,7721845,80.97
"3723","LA","Louisiana","1600000US2274060","19204901000000","Sunset",1570882,2410616,65.17
"3724","MI","Michigan","1600000US2686780","23206100900000","Whitehall",5252090,5947105,88.31
"3725","VA","Virginia","1600000US5161208","47203600300000","Pearisburg",9470918,4461913,212.26
"3726","TX","Texas","1600000US4869980","44212700400000","Stamford",12531345,4819745,260
"3727","IA","Iowa","1600000US1959115","16206700500000","Onawa",4368726,7704289,56.71
"3728","IL","Illinois","1600000US1713074","14210100100000","Cherry Valley",11409385,7633963,149.46
"3729","TX","Texas","1600000US4858808","44217800500000","Port Aransas",33795096,32917558,102.67
"3730","IL","Illinois","1600000US1740416","14204800600000","Knoxville",1043544,2960272,35.25
"3731","TN","Tennessee","1600000US4704620","43201900100000","Belle Meade",575574,5787450,9.95
"3732","TN","Tennessee","1600000US4708500","43208400200000","Brighton",1426751,2520705,56.6
"3733","OK","Oklahoma","1600000US4038350","37205500700000","Jones",616538,2674333,23.05
"3734","MI","Michigan","1600000US2644940","23206301400000","Lake Orion",10297756,4497199,228.98
"3735","GA","Georgia","1600000US1344592","11208600100000","Lakeland",2178942,3103999,70.2
"3736","OK","Oklahoma","1600000US4043150","37202500200000","Lindsay",4483484,9510359,47.14
"3737","IA","Iowa","1600000US1972975","16207200500000","Sibley",9195957,9863473,93.23
"3738","OK","Oklahoma","1600000US4013500","37204100300000","Chandler",4371392,8787029,49.75
"3739","CO","Colorado","1600000US0810105","06200800100000","Buena Vista",4521587,9171108,49.3
"3740","MI","Michigan","1600000US2641340","23202950100000","Ithaca",5527624,3752263,147.31
"3741","MI","Michigan","1600000US2669260","23207100400000","Rogers City",12736964,5661718,224.97
"3742","MI","Michigan","1600000US2601660","23204400100000","Almont",5033698,4382930,114.85
"3743","FL","Florida","1600000US1238025","10206400500000","Lake Helen",1545425,3633500,42.53
"3744","MI","Michigan","1600000US2659220","23202200300000","Norway",36299358,12254784,296.21
"3745","TX","Texas","1600000US4879624","44210530100000","Wimberley",5903628,2083266,283.38
"3746","GA","Georgia","1600000US1323368","11212500100000","Donalsonville",6613404,5630814,117.45
"3747","IA","Iowa","1600000US1926400","16205700800000","Fairfax",0,6180208,0
"3748","MI","Michigan","1600000US2650760","23207700100000","Manistique",33192592,9925750,334.41
"3749","TN","Tennessee","1600000US4739660","43201170100000","Kingston Springs",1408525,2838335,49.63
"3750","OK","Oklahoma","1600000US4019450","37205000100000","Davis",8153673,9988994,81.63
"3751","GA","Georgia","1600000US1373312","11200700500000","Statham",3334068,3446616,96.73
"3752","IA","Iowa","1600000US1913620","16209900200000","Clarion",0,6479033,0
"3753","IA","Iowa","1600000US1948450","16200800700000","Madrid",0,4401683,0
"3754","IA","Iowa","1600000US1933195","16203800400000","Grundy Center",0,5153009,0
"3755","TX","Texas","1600000US4859084","44200700800000","Poteet",7705649,3566531,216.05
"3756","IL","Illinois","1600000US1734449","14205701100000","Heyworth",5813980,4461623,130.31
"3757","IL","Illinois","1600000US1767821","14200800500000","Savanna",6155346,6884091,89.41
"3758","IL","Illinois","1600000US1752844","14204000200000","Newton",2827638,7319004,38.63
"3759","IL","Illinois","1600000US1742834","14208900600000","Lena",1986687,3355649,59.2
"3760","TN","Tennessee","1600000US4753140","43201300200000","New Tazewell",27103,2145560,1.26
"3761","NJ","New Jersey","1600000US3410270","31200500200000","Cape May",124337816,49222795,252.6
"3762","OK","Oklahoma","1600000US4024650","37204600200000","Eufaula",136307,7414741,1.84
"3763","MI","Michigan","1600000US2642460","23206301200000","Keego Harbor",4074282,3332932,122.24
"3764","ND","North Dakota","1600000US3856740","35203100100000","New Town",13517134,9967411,135.61
"3765","OK","Oklahoma","1600000US4046050","37202800300000","Mangum",1606098,5560465,28.88
"3766","MN","Minnesota","1600000US2703574","24201400100000","Barnesville",13925847,12779744,108.97
"3767","IL","Illinois","1600000US1732434","14203400900000","Hamilton",1214196,2804393,43.3
"3768","IL","Illinois","1600000US1754560","14202250800000","Oakbrook Terrace",21811334,15380911,141.81
"3769","IN","Indiana","1600000US1811836","15208900300000","Centerville",0,0,NA
"3770","OH","Ohio","1600000US3949700","36202800400000","Middlefield",0,6969279,0
"3771","LA","Louisiana","1600000US2202655","19200700100000","Arcadia",1857607,3335386,55.69
"3772","TN","Tennessee","1600000US4749760","43207100400000","Monterey",3895179,4789575,81.33
"3773","MN","Minnesota","1600000US2755546","24206800400000","Roseau",4814286,12182696,39.52
"3774","OK","Oklahoma","1600000US4025100","37204700300000","Fairview",3185751,7786470,40.91
"3775","OH","Ohio","1600000US3974958","36207901600000","Strasburg",0,6035112,0
"3776","OR","Oregon","1600000US4109800","38201300100000","Burns",2217148,2410166,91.99
"3777","MI","Michigan","1600000US2681840","23207901100000","Vassar",5014928,3467621,144.62
"3778","OK","Oklahoma","1600000US4046500","37204300200000","Marietta",371808,2299370,16.17
"3779","OK","Oklahoma","1600000US4071000","37204101000000","Stroud",6240061,9060961,68.87
"3780","IL","Illinois","1600000US1710110","14205500300000","Bushnell",3336928,8279395,40.3
"3781","TN","Tennessee","1600000US4779420","43208300400000","Westmoreland",2133373,4234447,50.38
"3782","AK","Alaska","1600000US0268560","02200900500000","Seward",54453196,65108340,83.63
"3783","ID","Idaho","1600000US1640420","13201000300000","Iona",3221859,1722074,187.09
"3784","FL","Florida","1600000US1257950","10205301600000","Polk City",15267094,6788178,224.91
"3785","TX","Texas","1600000US4861436","44219600200000","Refugio",5599440,5987644,93.52
"3786","MI","Michigan","1600000US2671540","23207601300000","Sandusky",8242011,4849609,169.95
"3787","GA","Georgia","1600000US1372780","11205100300000","Springfield",6483062,5295160,122.43
"3788","OK","Oklahoma","1600000US4070250","37203100400000","Stigler",35195,7621181,0.46
"3789","TN","Tennessee","1600000US4781560","43200800200000","Woodbury",2888774,4172236,69.24
"3790","IA","Iowa","1600000US1935265","16208400500000","Hawarden",12765262,8779771,145.39
"3791","IL","Illinois","1600000US1714286","14202800300000","Christopher",343011,2712879,12.64
"3792","OK","Oklahoma","1600000US4029850","37204480100000","Goldsby",5774307,3603446,160.24
"3793","SC","South Carolina","1600000US4531885","41202500400000","Hampton",2896137,3569594,81.13
"3794","IL","Illinois","1600000US1775991","14201401200000","Trenton",4979602,3371739,147.69
"3795","OK","Oklahoma","1600000US4078950","37200600700000","Watonga",3393975,7887467,43.03
"3796","TX","Texas","1600000US4875668","44207160100000","Vinton",20021487,2096438,955.02
"3797","IA","Iowa","1600000US1907030","16202600100000","Bloomfield",0,9578688,0
"3798","IA","Iowa","1600000US1952860","16204300500000","Missouri Valley",0,4966571,0
"3799","IL","Illinois","1600000US1758174","14208401600000","Pawnee",1281530,3492129,36.7
"3800","OR","Oregon","1600000US4118250","38203600300000","Dayton",2595,3486743,0.07
"3801","IL","Illinois","1600000US1745824","14203300500000","Mcleansboro",3299748,6959695,47.41
"3802","OH","Ohio","1600000US3925802","36203101000000","Evendale",0,24704770,0
"3803","GA","Georgia","1600000US1340056","11207800400000","Hoschton",6825257,5998582,113.78
"3804","IA","Iowa","1600000US1924465","16204200400000","Eldora",0,4773827,0
"3805","MI","Michigan","1600000US2624420","23203500100000","East Tawas",1885295,5022996,37.53
"3806","IL","Illinois","1600000US1775276","14209201900000","Tilton",3837399,4546703,84.4
"3807","TN","Tennessee","1600000US4715480","43209100100000","Clifton",663189,2651321,25.01
"3808","GA","Georgia","1600000US1367452","11205900500000","Royston",3255674,6947198,46.86
"3809","MI","Michigan","1600000US2682453","23208201200000","Grosse Pointe Shores",26468924,9577093,276.38
"3810","CA","California","1600000US0677392","05200300500000","Sutter Creek",5205342,4687916,111.04
"3811","NM","New Mexico","1600000US3515720","32203100100000","Clayton",8586857,6074456,141.36
"3812","IL","Illinois","1600000US1719837","14203200400000","Diamond",4698585,2710028,173.38
"3813","NJ","New Jersey","1600000US3437770","31201500700000","Lakehurst Borough",21190559,8582025,246.92
"3814","GA","Georgia","1600000US1375160","11212400400000","Sylvania",9004925,29537280,30.49
"3815","NE","Nebraska","1600000US3149950","28201600600000","Valentine",7169190,9467805,75.72
"3816","IL","Illinois","1600000US1773703","14205100600000","Sumner",864575,1232903,70.13
"3817","LA","Louisiana","1600000US2200240","19205200100000","Abita Springs",7747524,4076262,190.06
"3818","IA","Iowa","1600000US1940170","16209200400000","Kalona",0,3674992,0
"3819","MI","Michigan","1600000US2664900","23206302300000","Pleasant Ridge",9663688,6386419,151.32
"3820","IL","Illinois","1600000US1766053","14204951700000","Round Lake Heights",82185,1956706,4.2
"3821","LA","Louisiana","1600000US2220190","19204200100000","Delhi",14580141,6102044,238.94
"3822","WA","Washington","1600000US5325615","48202800100000","Friday Harbor",0,21689971,0
"3823","IA","Iowa","1600000US1968160","16206000800000","Rock Rapids",0,6728956,0
"3824","CO","Colorado","1600000US0876795","06205700400000","Telluride",55599306,45605554,121.91
"3825","NE","Nebraska","1600000US3122325","28205500600000","Hickman",10011940,5159303,194.06
"3826","TN","Tennessee","1600000US4780540","43203500900000","Whiteville",325866,2575411,12.65
"3827","GA","Georgia","1600000US1316600","11205400100000","Claxton",6222692,6672816,93.25
"3828","LA","Louisiana","1600000US2241050","19202700400000","Lake Arthur",943940,2672286,35.32
"3829","OR","Oregon","1600000US4128650","38202400600000","Gervais",84270,2143758,3.93
"3830","UT","Utah","1600000US4925510","45201400200000","Fillmore",4364047,6996975,62.37
"3831","FL","Florida","1600000US1246500","10203300100000","Monticello",6719520,3741691,179.59
"3832","UT","Utah","1600000US4928150","45200200800000","Garland",5298602,2009321,263.7
"3833","TX","Texas","1600000US4878076","44222002800000","Westworth",11223805,8162034,137.51
"3834","IA","Iowa","1600000US1912270","16205700400000","Center Point",0,5008832,0
"3835","LA","Louisiana","1600000US2210600","19206100200000","Brusly",3085093,3145058,98.09
"3836","MN","Minnesota","1600000US2750164","24205601400000","Pelican Rapids",14862770,6997607,212.4
"3837","ME","Maine","1600000US2330550","20200600300000","Hallowell",2865466,6311300,45.4
"3838","OK","Oklahoma","1600000US4021750","37201900300000","Drumright",8729833,4100452,212.9
"3839","GA","Georgia","1600000US1376364","11202500500000","Thunderbolt",1318585,4597503,28.68
"3840","MI","Michigan","1600000US2652380","23208050100000","Mattawan",8661228,3687486,234.88
"3841","OH","Ohio","1600000US3919050","36205500300000","Covington",0,4759813,0
"3842","IA","Iowa","1600000US1937470","16200700700000","Hudson",0,4473305,0
"3843","KY","Kentucky","1600000US2111692","18211100100000","Cadiz",12808471,5584954,229.34
"3844","MO","Missouri","1600000US2975922","26207100400000","Versailles",717,201962196,0
"3845","MI","Michigan","1600000US2616620","23202500100000","Clio",2694275,4175864,64.52
"3846","WV","West Virginia","1600000US5455588","49201600100000","Moorefield",14903753,2635730,565.45
"3847","AR","Arkansas","1600000US0503280","04207300100000","Bald Knob",96324,2624667,3.67
"3848","MI","Michigan","1600000US2616480","23204600600000","Clinton",1943348,6305399,30.82
"3849","MI","Michigan","1600000US2636960","23208000600000","Hartford",3448379,2655471,129.86
"3850","UT","Utah","1600000US4951360","45202100700000","Monroe",3683635,3013308,122.25
"3851","IL","Illinois","1600000US1739519","14201604600000","Kenilworth",19344597,8154433,237.23
"3852","GA","Georgia","1600000US1360004","11201500100000","Pembroke",7740415,6345141,121.99
"3853","IL","Illinois","1600000US1718719","14207160100000","Davis Junction",6266175,5365180,116.79
"3854","OR","Oregon","1600000US4141050","38200910100000","La Pine",2982844,3438259,86.75
